RC,UFI,UNI,LAT,LONG,DMS_LAT,DMS_LONG,UTM,JOG,FC,DSG,PC,CC1,ADM1,ADM2,DIM,CC2,NT,LC,SHORT_FORM,GENERIC,SORT_NAME,FULL_NAME,FULL_NAME_ND,MODIFY_DATE
3,336819,418569,-12.7888889,45.2886111,-124720,451719,NL38,SD38-02,T,HLL,,MF,0,,,,N,,,,LAVIGIE,La Vigie,La Vigie,1997-12-23
3,335847,417419,-12.7336111,45.1097222,-124401,450635,NL19,SD38-02,V,FRST,,MF,0,,,,N,,,,LAVIGIE,La Vigiè,La Vigie,1997-12-23
3,337100,418923,-12.9572222,45.0591667,-125726,450333,NL06,SD38-02,H,RF,,MF,0,,,,N,,,Récif,LEPOE RECIF,Récif Lépoé,Recif Lepoe,1997-12-23
3,336691,418445,-12.7558333,45.2486111,-124521,451455,NL28,SD38-02,T,ISL,,MF,0,,,,V,,,,LESQUATREFRERES,Les Quatre Frères,Les Quatre Freres,1997-12-23
3,337053,418873,-12.8616667,45.2677778,-125142,451604,NL27,SD38-02,H,CHNM,,MF,0,,,,N,,,Passe,LONGOGORI PASSE,Passe Longogori,Passe Longogori,1997-12-23
3,335861,417437,-12.7316667,45.1611111,-124354,450940,NL19,SD38-02,P,PPL,,MF,0,,,,N,,,,LONGONI,Longoni,Longoni,1997-12-23
3,335853,417425,-12.7138889,45.1475,-124250,450851,NL19,SD38-02,H,BAY,,MF,0,,,,N,,,Baie,LONGONI BAIEDE,Baie de Longoni,Baie de Longoni,1997-12-23
3,335863,417439,-12.7291667,45.1588889,-124345,450932,NL19,SD38-02,H,STM,,MF,0,,,,N,,,Mro,LONGONI MROOUA,Mro oua Longoni,Mro oua Longoni,1997-12-23
3,335859,417435,-12.7236111,45.1619444,-124325,450943,NL19,SD38-02,T,BCH,,MF,0,,,,N,,,Plage,LONGONI PLAGEDE,Plage de Longoni,Plage de Longoni,1997-12-23
3,335866,417444,-12.7161111,45.1630556,-124258,450947,NL19,SD38-02,T,PT,,MF,0,,,,N,,,Pointe,LONGONI POINTEDE,Pointe de Longoni,Pointe de Longoni,1997-12-23
3,335860,417436,-12.7194444,45.165,-124310,450954,NL19,SD38-02,L,PRT,,MF,0,,,,N,,,Port,LONGONI PORTDE,Port de Longoni,Port de Longoni,1997-12-23
1,337144,418982,-12.8705556,45.1975,-125214,451151,NL27,SD38-02,P,PPL,,MF,0,,,,N,,,,MABOUNGANI,Maboungani,Maboungani,1997-12-23
3,335493,416992,-12.7686111,45.1094444,-124607,450634,NL18,SD38-02,H,STM,,MF,0,,,,N,,,Mro,MABOUNGANI MROOUA,Mro oua Maboungani,Mro oua Maboungani,1997-12-23
3,335406,416883,-12.7108333,45.055,-124239,450318,NL09,SD38-02,T,SPUR,,MF,0,,,,N,,,,MADJABALINI,Madjabalini,Madjabalini,1997-12-23
3,336791,418532,-12.8161111,45.1783333,-124858,451042,NL18,SD38-02,T,RDGE,,MF,0,,,,N,,,Mlima,MAEVADOANI MLIMA,Mlima Maévadoani,Mlima Maevadoani,1997-12-23
3,335427,416913,-12.7191667,45.0722222,-124309,450420,NL09,SD38-02,L,LCTY,,MF,0,,,,N,,,,MAEVARANO,Maéva Rano,Maeva Rano,1997-12-23
3,336736,418469,-12.78,45.2355556,-124648,451408,NL28,SD38-02,T,PT,,MF,0,,,,N,,,Pointe,MAHABO POINTE,Pointe Mahabo,Pointe Mahabo,1997-12-23
1,334961,416368,-12.6461111,45.0444444,-123846,450240,NM00,SD38-02,H,SHOL,,MF,0,,,,N,,,Mtsanga,MAJI MTSANGA,Mtsanga Maji,Mtsanga Maji,1997-12-23
3,336682,418408,-12.7413889,45.2169444,-124429,451301,NL29,SD38-02,P,PPL,,MF,0,,,,N,,,,MAJIKAVOKOROPA,Majikavo Koropa,Majikavo Koropa,1997-12-23
3,336690,418417,-12.7497222,45.2286111,-124459,451343,NL29,SD38-02,P,PPL,,MF,0,,,,N,,,,MAJIKAVOLAMIR,Majikavo Lamir,Majikavo Lamir,1997-12-23
3,336690,418418,-12.7497222,45.2286111,-124459,451343,NL29,SD38-02,P,PPL,,MF,0,,,,V,,,,MAJIKAVOb,Majikavo 1,Majikavo 1,1997-12-23
3,336682,418411,-12.7413889,45.2169444,-124429,451301,NL29,SD38-02,P,PPL,,MF,0,,,,V,,,,MAJIKAVOc,Majikavo 2,Majikavo 2,1997-12-23
3,336730,418461,-12.7658333,45.1880556,-124557,451117,NL28,SD38-02,S,MSSN,,MF,0,,,,N,,,,MAJIMBINI,Majimbini,Majimbini,1997-12-23
3,336759,418497,-12.7866667,45.2180556,-124712,451305,NL28,SD38-02,H,STM,,MF,0,,,,N,,,Mro,MAJIMBINI MROOUA,Mro oua Majimbini,Mro oua Majimbini,1997-12-23
3,336725,418455,-12.7552778,45.1861111,-124519,451110,NL28,SD38-02,L,RESF,,MF,0,,,,N,,,Réserve Forestière,MAJIMBINI RESERVEFORESTIEREDE,Réserve Forestière de Majimbini,Reserve Forestiere de Majimbini,1997-12-23
3,337865,419764,-12.9222222,45.1058333,-125520,450621,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,MAJIMEOUNI,Majiméouni,Majimeouni,1997-12-23
3,337159,419005,-12.8875,45.1366667,-125315,450812,NL17,SD38-02,H,STM,,MF,0,,,,N,,,Mro,MAKOULATSA MROOUA,Mro oua Makoulatsa,Mro oua Makoulatsa,1997-12-23
3,337160,419006,-12.8883333,45.1352778,-125318,450807,NL17,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,MAKOULATSA MTSANGA,Mtsanga Makoulatsa,Mtsanga Makoulatsa,1997-12-23
3,337640,419503,-12.9169444,45.1563889,-125501,450923,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,MALAMANI,Malamani,Malamani,1997-12-23
1,334963,416370,-12.6688889,45.0461111,-124008,450246,NL09,SD38-02,T,ISL,,MF,0,,,,N,,,,MALANDZAMIAYAJOU,Malandzamiayajou,Malandzamiayajou,1997-12-23
1,334965,416372,-12.6738889,45.0555556,-124026,450320,NL09,SD38-02,T,ISL,,MF,0,,,,N,,,,MALANDZAMIAYATSINI,Malandzamiayatsini,Malandzamiayatsini,1997-12-23
3,335350,416810,-12.7097222,45.1191667,-124235,450709,NL19,SD38-02,V,FRST,,MF,0,,,,N,,,,MAMBANI,Mambani,Mambani,1997-12-23
1,-2087895,-2899364,-12.7794444,45.2272222,-124646,451338,NL28,SD38-02,P,PPLC,,MF,0,,,,V,,,,MAMBUTZOU,Mambutzou,Mambutzou,1997-12-23
1,-2087895,-2899365,-12.7794444,45.2272222,-124646,451338,NL28,SD38-02,P,PPLC,,MF,0,,,,N,,,,MAMOUDZOU,Mamoudzou,Mamoudzou,1997-12-23
1,-2087895,-2899366,-12.7794444,45.2272222,-124646,451338,NL28,SD38-02,P,PPLC,,MF,0,,,,V,,,,MAMOUTZOU,Mamoutzou,Mamoutzou,1997-12-23
1,-2087895,-2899367,-12.7794444,45.2272222,-124646,451338,NL28,SD38-02,P,PPLC,,MF,0,,,,V,,,,MAMUTZU,Mamutzu,Mamutzu,1997-12-23
3,335793,417314,-12.7938889,45.1397222,-124738,450823,NL18,SD38-02,T,PROM,,MF,0,,,,N,,,,MANDANI,Mandani,Mandani,1997-12-23
1,337085,418908,-12.8416667,45.1138889,-125030,450650,NL18,SD38-02,P,PPL,,MF,0,,,,N,,,,MANGAJOU,Mangajou,Mangajou,1997-12-23
1,337084,418907,-12.8419444,45.115,-125031,450654,NL18,SD38-02,H,STM,,MF,0,,,,N,,,Mro,MANGAJOU MROOUA,Mro oua Mangajou,Mro oua Mangajou,1997-12-23
3,337164,419011,-12.8888889,45.1411111,-125320,450828,NL17,SD38-02,P,PPLX,,MF,0,,,,N,,,,MANYASSINI,Manyassini,Manyassini,1997-12-23
3,335804,417327,-12.7369444,45.1280556,-124413,450741,NL19,SD38-02,T,RDGE,,MF,0,,,,N,,,Mlima,MAOUENI MLIMA,Mlima Maoueni,Mlima Maoueni,1997-12-23
3,337798,419693,-12.9913889,45.1752778,-125929,451031,NL16,SD38-02,T,PT,,MF,0,,,,N,,,Rassi,MAOUSSI RASSI,Rassi Maoussi,Rassi Maoussi,1997-12-23
3,335428,416914,-12.7291667,45.0930556,-124345,450535,NL19,SD38-02,T,MT,,MF,0,,,,N,,,Mlima,MAPOUERA MLIMA,Mlima Mapouéra,Mlima Mapouera,1997-12-23
3,335849,417421,-12.7169444,45.0986111,-124301,450555,NL19,SD38-02,H,STM,,MF,0,,,,N,,,Mro,MAPOUERA MROOUA,Mro oua Mapouéra,Mro oua Mapouera,1997-12-23
3,335806,417330,-12.7341667,45.1197222,-124403,450711,NL19,SD38-02,T,RDGE,,MF,0,,,,N,,,Mlima,MARE MLIMA,Mlima Maré,Mlima Mare,1997-12-23
3,335808,417334,-12.7219444,45.1263889,-124319,450735,NL19,SD38-02,H,STM,,MF,0,,,,N,,,Mro,MARE MROOUA,Mro oua Maré,Mro oua Mare,1997-12-23
3,335454,416948,-12.7586111,45.0708333,-124531,450415,NL08,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,MASSIMONI MRONI,Mroni Massimoni,Mroni Massimoni,1997-12-23
3,335855,417429,-12.7108333,45.1019444,-124239,450607,NL19,SD38-02,H,STM,,MF,0,,,,N,,,Mro,MASSOULAHA MROOUA,Mro oua Massoulaha,Mro oua Massoulaha,1997-12-23
3,337094,418917,-12.8625,45.0377778,-125145,450216,NL07,SD38-02,H,RF,,MF,0,,,,N,,,Récif,MATRE RECIF,Récif Matré,Recif Matre,1997-12-23
3,337132,418968,-12.8544444,45.1602778,-125116,450937,NL17,SD38-02,L,LCTY,,MF,0,,,,N,,,,MAVINGONI,Mavingoni,Mavingoni,1997-12-23
3,335327,416782,-12.6591667,45.1027778,-123933,450610,NM10,SD38-02,T,PT,,MF,0,,,,N,,,Rassi,MAVOULE RASSI,Rassi Mavoulé,Rassi Mavoule,1997-12-23
1,-1187193,286130,-12.8333333,45.1666667,-125000,451000,NL18,SD38-02,A,PCL,,MF,0,,,,V,,,,MAYOTTE,Mayotte,Mayotte,1997-12-23
1,-1187194,-1749214,-12.8077778,45.1602778,-124828,450937,NL18,SD38-02,T,ISL,,MF,0,,,,N,,,,MAYOTTE,Mayotte,Mayotte,1997-12-23
1,-1187193,-1749213,-12.8333333,45.1666667,-125000,451000,NL18,SD38-02,A,PCL,,MF,0,,,,N,,Mayotte,Collectivité territoriale,MAYOTTE COLLECTIVITETERRITORIALEDE,Collectivité Territoriale de Mayotte,Collectivite Territoriale de Mayotte,1997-12-23
1,-1187193,274327,-12.8333333,45.1666667,-125000,451000,NL18,SD38-02,A,PCL,,MF,0,,,,C,,Mayotte,,MAYOTTE TERRITORIALCOLLECTIVITYOF,Territorial Collectivity of Mayotte,Territorial Collectivity of Mayotte,1997-12-23
3,337883,419784,-12.9416667,45.0997222,-125630,450559,NL16,SD38-02,P,PPL,,MF,0,,,,N,,,,MBOUEANATSA,Mbouéanatsa,Mboueanatsa,1997-12-23
3,337882,419783,-12.9425,45.0986111,-125633,450555,NL16,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,MBOUEANATSA MTSANGA,Mtsanga Mbouéanatsa,Mtsanga Mboueanatsa,1997-12-23
3,337806,419701,-12.9875,45.1347222,-125915,450805,NL16,SD38-02,P,PPL,,MF,0,,,,N,,,,MBOUINI,Mbouini,Mbouini,1997-12-23
3,337898,419800,-13.0002778,45.1355556,-130001,450808,NL16,SD38-02,T,ISL,,MF,0,,,,N,,,Chissioua,MBOUINI CHISSIOUA,Chissioua Mbouini,Chissioua Mbouini,1997-12-23
3,337168,419015,-12.9027778,45.1486111,-125410,450855,NL17,SD38-02,P,PPLX,,MF,0,,,,N,,,,MBOUYOUNI,Mbouyouni,Mbouyouni,1997-12-23
3,336768,418507,-12.8086111,45.2322222,-124831,451356,NL28,SD38-02,T,ISL,,MF,0,,,,N,,,Chissioua,MBOUZI CHISSIOUA,Chissioua Mbouzi,Chissioua Mbouzi,1997-12-23
3,337125,418955,-12.8488889,45.1283333,-125056,450742,NL17,SD38-02,L,LCTY,,MF,0,,,,N,,,,MENOUROUKETRAKA,Ménourou Kétraka,Menourou Ketraka,1997-12-23
3,335802,417325,-12.7286111,45.135,-124343,450806,NL19,SD38-02,H,STM,,MF,0,,,,N,,,Mro,MERESSE MROOUA,Mro oua Meresse,Mro oua Meresse,1997-12-23
3,335346,416811,-12.7016667,45.1205556,-124206,450714,NL19,SD38-02,P,PPL,,MF,0,,,,V,,,,MGOMBANI,M'Gombani,M'Gombani,1997-12-23
3,335864,417442,-12.7286111,45.175,-124343,451030,NL19,SD38-02,H,STM,,MF,0,,,,N,,,Mro,MGOMBANI MROOUA,Mro oua Mgombani,Mro oua Mgombani,1997-12-23
3,335852,417427,-12.7186111,45.1291667,-124307,450745,NL19,SD38-02,S,JTY,,MF,0,,,,V,,,,MGOUDAJOU JETEE,Jetée M'Goudajou,Jetee M'Goudajou,1997-12-23
3,335852,417424,-12.7186111,45.1291667,-124307,450745,NL19,SD38-02,S,JTY,,MF,0,,,,N,,,Jetée,MGOUEDAJOU JETEEDE,Jetée de Mgouédajou,Jetee de Mgouedajou,1997-12-23
3,335865,417443,-12.7297222,45.1741667,-124347,451027,NL19,SD38-02,V,FRST,,MF,0,,,,N,,,,MIANGANI,Miangani,Miangani,1997-12-23
3,337173,419020,-12.8733333,45.2166667,-125224,451300,NL27,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,MILOUANI MTSANGA,Mtsanga Milouani,Mtsanga Milouani,1997-12-23
3,335850,417422,-12.72,45.115,-124312,450654,NL19,SD38-02,H,STM,,MF,0,,,,N,,,Mro,MIMARI MROOUA,Mro oua Mimari,Mro oua Mimari,1997-12-23
3,335792,417313,-12.7863889,45.1386111,-124711,450819,NL18,SD38-02,P,PPL,,MF,0,,,,N,,,,MIRERENI,Miréréni,Mirereni,1997-12-23
3,335799,417322,-12.7358333,45.1438889,-124409,450838,NL19,SD38-02,P,PPL,,MF,0,,,,N,,,,MITSENI,Mitséni,Mitseni,1997-12-23
3,335352,416861,-12.7069444,45.1205556,-124225,450714,NL19,SD38-02,P,PPL,,MF,0,,,,V,,,,MJAGO,M'Jago,M'Jago,1997-12-23
3,335326,416781,-12.6594444,45.0938889,-123934,450538,NM10,SD38-02,T,HLL,,MF,0,,,,N,,,,MKADIJOU,Mkadijou,Mkadijou,1997-12-23
3,335447,416936,-12.7483333,45.0530556,-124454,450311,NL09,SD38-02,P,PPL,,MF,0,,,,N,,,,MLIHA,Mliha,Mliha,1997-12-23
1,334958,416364,-12.6427778,45.0366667,-123834,450212,NM00,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,MLIMA MTSANGA,Mtsanga Mlima,Mtsanga Mlima,1997-12-23
3,336805,418551,-12.7683333,45.2488889,-124606,451456,NL28,SD38-02,T,ISL,,MF,0,,,,V,,,,MOGNEAMIRI ILE,Île Mogne Amiri,Ile Mogne Amiri,1997-12-23
3,335419,416904,-12.7194444,45.0383333,-124310,450218,NL09,SD38-02,T,HLL,,MF,0,,,,V,,,,MOHILA POINTE,Pointe Mohila,Pointe Mohila,1997-12-23
1,337116,418944,-12.8591667,45.1011111,-125133,450604,NL17,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,MOMONI MTSANGA,Mtsanga Momoni,Mtsanga Momoni,1997-12-23
3,336805,418550,-12.7683333,45.2488889,-124606,451456,NL28,SD38-02,T,ISL,,MF,0,,,,N,,,,MONYEAMIRI,Monyé Amiri,Monye Amiri,1997-12-23
3,335794,417316,-12.8111111,45.1202778,-124840,450713,NL18,SD38-02,H,STM,,MF,0,,,,N,,,Mroni,MOUALA MRONI,Mroni Mouala,Mroni Mouala,1997-12-23
3,337872,419773,-12.8969444,45.0952778,-125349,450543,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,MOUANATRINDI,Mouanatrindi,Mouanatrindi,1997-12-23
3,337774,419668,-12.9761111,45.1986111,-125834,451155,NL26,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,MOUDOU MTSANGA,Mtsanga Moudou,Mtsanga Moudou,1997-12-23
3,335851,417423,-12.7213889,45.115,-124317,450654,NL19,SD38-02,H,STM,,MF,0,,,,N,,,Mro,MOUHOGONI MROOUA,Mro oua Mouhogoni,Mro oua Mouhogoni,1997-12-23
3,337162,419009,-12.8930556,45.14,-125335,450824,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,MOUNADZINI,Mounadzini,Mounadzini,1997-12-23
3,337576,419434,-12.8955556,45.1922222,-125344,451132,NL27,SD38-02,H,STM,,MF,0,,,,N,,,Mro,MOUNOU MROOUA,Mro oua Mounou,Mro oua Mounou,1997-12-23
3,337758,419647,-12.9413889,45.1661111,-125629,450958,NL16,SD38-02,L,CST,,MF,0,,,,N,,,,MOUNYAMBANI,Mounyambani,Mounyambani,1997-12-23
3,337760,419650,-12.9447222,45.1713889,-125641,451017,NL16,SD38-02,H,COVE,,MF,0,,,,N,,,Anse,MOUNYAMBANI ANSE,Anse Mounyambani,Anse Mounyambani,1997-12-23
3,337759,419649,-12.9419444,45.1683333,-125631,451006,NL16,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,MOUNYAMBANI MTSANGA,Mtsanga Mounyambani,Mtsanga Mounyambani,1997-12-23
3,337585,419443,-12.9172222,45.2011111,-125502,451204,NL27,SD38-02,T,PT,,MF,0,,,,N,,,Rassi,MOUNYENDRE RASSI,Rassi Mounyendré,Rassi Mounyendre,1997-12-23
3,337595,419454,-12.9227778,45.1691667,-125522,451009,NL17,SD38-02,T,SLP,,MF,0,,,,N,,,,MOURIJOU,Mourijou,Mourijou,1997-12-23
3,337767,419661,-12.9605556,45.1733333,-125738,451024,NL16,SD38-02,P,PPL,,MF,0,,,,N,,,,MOUTSAMOUDOU,Moutsamoudou,Moutsamoudou,1997-12-23
3,337757,419646,-12.9444444,45.1591667,-125640,450933,NL16,SD38-02,S,MNQR,,MF,0,,,,N,,,Carrière,MOUTSAMOUDOU CARRIEREDE,Carrière de Moutsamoudou,Carriere de Moutsamoudou,1997-12-23
3,337569,419427,-12.9122222,45.1841667,-125444,451103,NL17,SD38-02,T,SPUR,,MF,0,,,,N,,,,MOUTSATOUNDOU,Moutsatoundou,Moutsatoundou,1997-12-23
3,337586,419444,-12.9152778,45.1827778,-125455,451058,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,MOUTSATOUNDOU,Moutsatoundou,Moutsatoundou,1997-12-23
3,335446,416935,-12.7408333,45.0505556,-124427,450302,NL09,SD38-02,P,PPL,,MF,0,,,,N,,,,MOUTSOUMBATSOU,Moutsoumbatsou,Moutsoumbatsou,1997-12-23
3,336818,418567,-12.78,45.295,-124648,451742,NL38,SD38-02,T,BCHS,,MF,0,,,,N,,,Plages,MOYA PLAGESDE,Plages de Moya,Plages de Moya,1997-12-23
3,337646,419509,-12.9252778,45.1511111,-125531,450904,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,MRAMADOUDOU,Mramadoudou,Mramadoudou,1997-12-23
3,337169,419016,-12.9022222,45.1491667,-125408,450857,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,MRERENI,Mréréni,Mrereni,1997-12-23
3,337171,419018,-12.9030556,45.1527778,-125411,450910,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,MRERENIBE,Mréréni Bé,Mrereni Be,1997-12-23
3,337810,419705,-12.9769444,45.1216667,-125837,450718,NL16,SD38-02,P,PPL,,MF,0,,,,N,,,,MRONALEIA,Mronaléia,Mronaleia,1997-12-23
3,336812,418561,-12.7847222,45.2622222,-124705,451544,NL28,SD38-02,P,PPL,,MF,0,,,,N,,,,MRONYOMBENI,Mronyombéni,Mronyombeni,1997-12-23
3,335351,416813,-12.6986111,45.1027778,-124155,450610,NL19,SD38-02,T,RDGE,,MF,0,,,,N,,,Mlima,MROOUANYOMBE MLIMA,Mlima Mro oua Nyombé,Mlima Mro oua Nyombe,1997-12-23
3,335496,416996,-12.7833333,45.0958333,-124700,450545,NL18,SD38-02,H,STM,,MF,0,,,,N,,,,MROWALE,Mrowalé,Mrowale,1997-12-23
3,335790,417309,-12.7866667,45.1252778,-124712,450731,NL18,SD38-02,P,PPL,,MF,0,,,,N,,,,MROWALE,Mrowalé,Mrowale,1997-12-23
3,335333,416790,-12.6858333,45.1166667,-124109,450700,NL19,SD38-02,T,ISLT,,MF,0,,,,N,,,Chissioua,MTITI CHISSIOUA,Chissioua Mtiti,Chissioua Mtiti,1997-12-23
1,337106,418930,-12.8483333,45.0911111,-125054,450528,NL07,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,MTITI MTSANGA,Mtsanga Mtiti,Mtsanga Mtiti,1997-12-23
3,337881,419782,-12.9375,45.0991667,-125615,450557,NL16,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,MTITI MTSANGA,Mtsanga Mtiti,Mtsanga Mtiti,1997-12-23
3,337098,418921,-12.9186111,45.0594444,-125507,450334,NL07,SD38-02,H,RF,,MF,0,,,,N,,,Récif,MTITI RECIF,Récif Mtiti,Recif Mtiti,1997-12-23
1,334980,416394,-12.6791667,45.0797222,-124045,450447,NL09,SD38-02,P,PPL,,MF,0,,,,N,,,,MTSAHARA,Mtsahara,Mtsahara,1997-12-23
3,335390,416866,-12.6966667,45.0666667,-124148,450400,NL09,SD38-02,P,PPL,,MF,0,,,,N,,,,MTSAMBORO,Mtsamboro,Mtsamboro,1997-12-23
1,334960,416366,-12.6413889,45.0275,-123829,450139,NM00,SD38-02,T,ISL,,MF,0,,,,N,,,Chissioua,MTSAMBORO CHISSIOUA,Chissioua Mtsamboro,Chissioua Mtsamboro,1999-02-10
3,335465,416960,-12.7594444,45.0836111,-124534,450501,NL08,SD38-02,P,PPL,,MF,0,,,,N,,,,MTSAMGAMOUJI,Mtsamgamouji,Mtsamgamouji,1997-12-23
3,337093,418916,-12.8538889,45.0380556,-125114,450217,NL07,SD38-02,H,RF,,MF,0,,,,N,,,Récif,MTSANGA RECIF,Récif Mtsanga,Recif Mtsanga,1997-12-23
3,337158,419004,-12.8833333,45.1294444,-125300,450746,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,MTSANGACHEHI,Mtsangachéhi,Mtsangachehi,1997-12-23
3,335403,416881,-12.7080556,45.0477778,-124229,450252,NL09,SD38-02,P,PPL,,MF,0,,,,V,,,,MTSANGADOI,M'Tsangadoi,M'Tsangadoi,1997-12-23
3,335403,416880,-12.7080556,45.0477778,-124229,450252,NL09,SD38-02,P,PPL,,MF,0,,,,N,,,,MTSANGADOUA,Mtsangadoua,Mtsangadoua,1997-12-23
3,335343,416805,-12.6883333,45.1075,-124118,450627,NL19,SD38-02,P,PPL,,MF,0,,,,V,,,,MTSANGAMBOI,M'Tsangamboi,M'Tsangamboi,1997-12-23
3,335343,416800,-12.6883333,45.1075,-124118,450627,NL19,SD38-02,P,PPL,,MF,0,,,,N,,,,MTSANGAMBOUA,Mtsangamboua,Mtsangamboua,1997-12-23
3,335465,416961,-12.7594444,45.0836111,-124534,450501,NL08,SD38-02,P,PPL,,MF,0,,,,V,,,,MTSANGAMOUJI,M'Tsangamouji,M'Tsangamouji,1997-12-23
3,337123,418953,-12.8686111,45.1177778,-125207,450704,NL17,SD38-02,L,CST,,MF,0,,,,N,,,,MTSANYOUNYI,Mtsanyounyi,Mtsanyounyi,1997-12-23
1,337117,418945,-12.8622222,45.11,-125144,450636,NL17,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,MTSANYOUNYI MTSANGA,Mtsanga Mtsanyounyi,Mtsanga Mtsanyounyi,1997-12-23
3,336756,418494,-12.7877778,45.2183333,-124716,451306,NL28,SD38-02,P,PPLX,,MF,0,,,,N,,,,MTSAPERE,Mtsapéré,Mtsapere,1997-12-23
3,336728,418459,-12.7627778,45.1844444,-124546,451104,NL28,SD38-02,T,MT,,MF,0,,,,N,,,Mlima,MTSAPERE MLIMA,Mlima Mtsapéré,Mlima Mtsapere,1997-12-23
3,335337,416794,-12.6866667,45.1269444,-124112,450737,NL19,SD38-02,T,ISL,,MF,0,,,,N,,,Chissioua,MTSONGOMA CHISSIOUA,Chissioua Mtsongoma,Chissioua Mtsongoma,1997-12-23
3,337586,419445,-12.9152778,45.1827778,-125455,451058,NL17,SD38-02,P,PPL,,MF,0,,,,V,,,,MUSICALEPLAGE,Musicale Plage,Musicale Plage,1997-12-23
3,335390,416867,-12.6966667,45.0666667,-124148,450400,NL09,SD38-02,P,PPL,,MF,0,,,,V,,,,MZAMBORO,M'Zamboro,M'Zamboro,1997-12-23
3,334960,416367,-12.6413889,45.0275,-123829,450139,NM00,SD38-02,T,ISL,,MF,0,,,,V,,,,MZAMBORO ILE,Île M'Zamboro,Ile M'Zamboro,1999-02-10
3,337869,419769,-12.9255556,45.1011111,-125532,450604,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,MZOUAZIA,Mzouazia,Mzouazia,1997-12-23
3,337891,419792,-12.9408333,45.0841667,-125627,450503,NL06,SD38-02,H,BAY,,MF,0,,,,N,,,Baie,MZOUAZIA BAIEDE,Baie de Mzouazia,Baie de Mzouazia,1997-12-23
3,336727,418457,-12.76,45.2041667,-124536,451215,NL28,SD38-02,T,SPUR,,MF,0,,,,N,,,,NAMOHAKOU,Namohakou,Namohakou,1997-12-23
3,337090,418913,-12.8291667,45.0725,-124945,450421,NL08,SD38-02,H,RF,,MF,0,,,,N,,,Récif,NDRANE RECIF,Récif Ndrané,Recif Ndrane,1997-12-23
3,337887,419788,-12.9591667,45.0836111,-125733,450501,NL06,SD38-02,P,PPL,,MF,0,,,,N,,,,NGOUJA,Ngouja,Ngouja,1997-12-23
3,337890,419791,-12.9594444,45.0777778,-125734,450440,NL06,SD38-02,T,PT,,MF,0,,,,N,,,Rassi,NGOUJA RASSI,Rassi Ngouja,Rassi Ngouja,1997-12-23
3,337873,419774,-12.9080556,45.0852778,-125429,450507,NL07,SD38-02,T,PEN,,MF,0,,,,N,,,,NGOUJOUBOUNGOUDRANAVI,Ngoujou Boungoudranavi,Ngoujou Boungoudranavi,1997-12-23
3,337761,419651,-12.9497222,45.1569444,-125659,450925,NL16,SD38-02,T,HLL,,MF,0,,,,N,,,,NGOUMBILI,Ngoumbili,Ngoumbili,1997-12-23
1,337121,418951,-12.8658333,45.1283333,-125157,450742,NL17,SD38-02,T,MTS,,MF,0,,,,N,,,,NGOUNIMABOUNGANI,Ngouni Maboungani,Ngouni Maboungani,1997-12-23
3,336792,418533,-12.8036111,45.0980556,-124813,450553,NL18,SD38-02,T,BCH,,MF,0,,,,N,,,Mtsanga,NYAMBA MTSANGA,Mtsanga Nyamba,Mtsanga Nyamba,1997-12-23
3,337577,419435,-12.8905556,45.2008333,-125326,451203,NL27,SD38-02,P,PPL,,MF,0,,,,N,,,,NYAMBADAO,Nyambadao,Nyambadao,1997-12-23
3,335352,416814,-12.7069444,45.1205556,-124225,450714,NL19,SD38-02,P,PPL,,MF,0,,,,N,,,,NYAMBO,Nyambo,Nyambo,1997-12-23
1,337072,418895,-12.8347222,45.1563889,-125005,450923,NL18,SD38-02,P,PPL,,MF,0,,,,N,,,,ONGOJOU,Ongojou,Ongojou,1997-12-23
1,337073,418896,-12.835,45.1591667,-125006,450933,NL18,SD38-02,T,PASS,,MF,0,,,,N,,,Col,ONGOJOU COLD,Col d' Ongojou,Col d' Ongojou,1997-12-23
1,337075,418898,-12.8463889,45.1361111,-125047,450810,NL17,SD38-02,P,PPL,,MF,0,,,,N,,,,OUANGANI,Ouangani,Ouangani,1997-12-23
