Année de naissance;Code commune;Libellé commune;Sexe;Prénom;Nombre
2019;35238;Rennes;Masculin;Djaïdi;1
2019;35238;Rennes;Masculin;Djazil;1
2019;35238;Rennes;Masculin;Dorian;1
2019;35238;Rennes;Masculin;Efosa;1
2019;35238;Rennes;Masculin;Egor;1
2019;35238;Rennes;Masculin;Elhouan-Isaac;1
2019;35238;Rennes;Masculin;Eloan;1
2019;35238;Rennes;Masculin;Lamine;2
2019;35238;Rennes;Masculin;Elouann;1
2019;35238;Rennes;Masculin;Énaël;1
2019;35238;Rennes;Masculin;Eneko;1
2019;35238;Rennes;Masculin;Enis;1
2019;35238;Rennes;Masculin;Eole;1
2019;35238;Rennes;Masculin;Esteban;1
2019;35238;Rennes;Masculin;Ethann;1
2019;35238;Rennes;Masculin;Ethan-Xavier;1
2019;35238;Rennes;Masculin;Eugène;1
2019;35238;Rennes;Masculin;Eymen-Zeyd;1
2019;35238;Rennes;Masculin;Ferhat;1
2019;35238;Rennes;Masculin;Flory;1
2019;35238;Rennes;Masculin;Fodé;1
2019;35238;Rennes;Masculin;Gaëtan;1
2019;35238;Rennes;Masculin;Louison;5
2019;35238;Rennes;Masculin;Louka;5
2019;35238;Rennes;Masculin;Germain;1
2019;35238;Rennes;Masculin;Loup;6
2019;35238;Rennes;Masculin;Gianni;1
2019;35238;Rennes;Masculin;Guylian;1
2019;35238;Rennes;Masculin;Gwenael;1
2019;35238;Rennes;Masculin;Gwenn;1
2019;35238;Rennes;Masculin;Luka;5
2019;35238;Rennes;Masculin;Haïvy;1
2019;35238;Rennes;Masculin;Haris;1
2019;35238;Rennes;Masculin;Lysandre;2
2019;35238;Rennes;Masculin;Haytem;1
2019;35238;Rennes;Masculin;Haythem;1
2019;35238;Rennes;Masculin;Léo;42
2019;35238;Rennes;Masculin;Hayyan;1
2019;35238;Rennes;Masculin;Hedy;1
2019;35238;Rennes;Masculin;Léonard;8
2019;35238;Rennes;Masculin;Henry;1
2019;35238;Rennes;Masculin;Maden;2
2019;35238;Rennes;Masculin;Hoshéa;1
2019;35238;Rennes;Masculin;Huzaifa;1
2019;35238;Rennes;Masculin;Iannis;1
2019;35238;Rennes;Masculin;Ilias;1
2019;35238;Rennes;Masculin;Malik;3
2019;35238;Rennes;Masculin;Iney;1
2019;35238;Rennes;Masculin;Irssane;1
2019;35238;Rennes;Masculin;Mamadou;2
2019;35238;Rennes;Masculin;Manoa;3
2019;35238;Rennes;Masculin;Manoé;3
2019;35238;Rennes;Masculin;Marcel;7
2019;35238;Rennes;Masculin;Izaïah;1
2019;35238;Rennes;Masculin;Marlon;2
2019;35238;Rennes;Masculin;Jacques;1
2019;35238;Rennes;Masculin;Jalil;1
2019;35238;Rennes;Masculin;Jamil;1
2019;35238;Rennes;Masculin;Jo;1
2019;35238;Rennes;Masculin;Mathéo;16
2019;35238;Rennes;Masculin;Jordy;1
2019;35238;Rennes;Masculin;Josaphate;1
2019;35238;Rennes;Masculin;Josias;1
2019;35238;Rennes;Masculin;Josmar;1
2019;35238;Rennes;Masculin;Jul;1
2019;35238;Rennes;Masculin;Julian;1
2019;35238;Rennes;Masculin;Julyan;1
2019;35238;Rennes;Masculin;Justiniano;1
2019;35238;Rennes;Masculin;Maëlan;3
2019;35238;Rennes;Masculin;Kaél;1
2019;35238;Rennes;Masculin;Kaise;1
2019;35238;Rennes;Masculin;Kalvin;1
2019;35238;Rennes;Masculin;Melwan;2
2019;35238;Rennes;Masculin;Kamil;1
2019;35238;Rennes;Masculin;Kavatoa;1
2019;35238;Rennes;Masculin;Kenaël;1
2019;35238;Rennes;Masculin;Kenzy;1
2019;35238;Rennes;Masculin;Milàn;5
2019;35238;Rennes;Masculin;Kimany;1
2019;35238;Rennes;Masculin;Layane;1
2019;35238;Rennes;Masculin;Morgan;2
2019;35238;Rennes;Masculin;Leewen;1
2019;35238;Rennes;Masculin;Lemar;1
2019;35238;Rennes;Masculin;Lénaël;1
2019;35238;Rennes;Masculin;Lenaïc;1
2019;35238;Rennes;Masculin;Muhammad;2
2019;35238;Rennes;Masculin;Liv;1
2019;35238;Rennes;Masculin;Liyem;1
2019;35238;Rennes;Masculin;Llewyn;1
2019;35238;Rennes;Masculin;Nao;2
2019;35238;Rennes;Masculin;Lonny;1
2019;35238;Rennes;Masculin;Lonys;1
2019;35238;Rennes;Masculin;Luam;1
2019;35238;Rennes;Masculin;Luc;1
2019;35238;Rennes;Masculin;Luwa;1
2019;35238;Rennes;Masculin;Lyssandro;1
2019;35238;Rennes;Masculin;Mahandry;1
2019;35238;Rennes;Masculin;Mâkyn;1
2019;35238;Rennes;Masculin;Nohan;2
2019;35238;Rennes;Masculin;Nolan;14
2019;35238;Rennes;Masculin;Malhoé;1
2019;35238;Rennes;Masculin;Maloé;1
2019;35238;Rennes;Masculin;Octave;6
2019;35238;Rennes;Masculin;Matéis;1
2019;35238;Rennes;Masculin;Mathieu;1
2019;35238;Rennes;Masculin;Maudez;1
2019;35238;Rennes;Masculin;Paco;2
2019;35238;Rennes;Masculin;Paolo;3
2019;35238;Rennes;Masculin;Meven;1
2019;35238;Rennes;Masculin;Milio;1
2019;35238;Rennes;Masculin;Mohammad;1
2019;35238;Rennes;Masculin;Moujib;1
2019;35238;Rennes;Masculin;Mousienb;1
2019;35238;Rennes;Masculin;Mussie;1
2019;35238;Rennes;Masculin;Myronn;1
2019;35238;Rennes;Masculin;Najib;1
2019;35238;Rennes;Masculin;Nanilson;1
2019;35238;Rennes;Masculin;Sami;2
2019;35238;Rennes;Masculin;Nataniel;1
2019;35238;Rennes;Masculin;Nélio;1
2019;35238;Rennes;Masculin;Nessone;1
2019;35238;Rennes;Masculin;Neven;1
2019;35238;Rennes;Masculin;Neylan;1
2019;35238;Rennes;Masculin;Nicodème;1
2019;35238;Rennes;Masculin;Nilo;1
2019;35238;Rennes;Masculin;Nohann;1
2019;35238;Rennes;Masculin;Nohé;1
2019;35238;Rennes;Masculin;Novak;1
2019;35238;Rennes;Masculin;Nylan;1
2019;35238;Rennes;Masculin;Obaidullah;1
2019;35238;Rennes;Masculin;Simon;15
2019;35238;Rennes;Masculin;Onésime;1
2019;35238;Rennes;Masculin;Othman;1
2019;35238;Rennes;Masculin;Skander;2
2019;35238;Rennes;Masculin;Ousmane;1
2019;35238;Rennes;Masculin;Paulin;1
2019;35238;Rennes;Masculin;Raïs;1
2019;35238;Rennes;Masculin;Rawouf;1
2019;35238;Rennes;Masculin;Souleyman;2
2019;35238;Rennes;Masculin;Rayhan;1
2019;35238;Rennes;Masculin;Remaya-Eïden;1
2019;35238;Rennes;Masculin;Roland;1
2019;35238;Rennes;Masculin;Safwan;1
2019;35238;Rennes;Masculin;Saifullah;1
2019;35238;Rennes;Masculin;Sam;1
2019;35238;Rennes;Masculin;Sanjay;1
2019;35238;Rennes;Masculin;Tayron;2
2019;35238;Rennes;Masculin;Seïan;1
2019;35238;Rennes;Masculin;Semilane;1
2019;35238;Rennes;Masculin;Sevan;1
2019;35238;Rennes;Masculin;Sévan;1
2019;35238;Rennes;Masculin;Seydou-Junior;1
2019;35238;Rennes;Masculin;Shaan;1
2019;35238;Rennes;Masculin;Shahin;1
2019;35238;Rennes;Masculin;Shahïn;1
2019;35238;Rennes;Masculin;Sïan;1
2019;35238;Rennes;Masculin;Silvyo-Sowhan;1
2019;35238;Rennes;Masculin;Tilio;7
2019;35238;Rennes;Masculin;Siraj;1
2019;35238;Rennes;Masculin;Sixte;1
2019;35238;Rennes;Masculin;Timothée;6
2019;35238;Rennes;Masculin;Tom;23
2019;35238;Rennes;Masculin;Souhaïbe;1
2019;35238;Rennes;Masculin;Souhayl;1
2019;35238;Rennes;Masculin;Stan;1
2019;35238;Rennes;Masculin;Taïron;1
2019;35238;Rennes;Masculin;Ulysse;10
2019;35238;Rennes;Masculin;Tayeb;1
2019;35238;Rennes;Masculin;Teva;1
2019;35238;Rennes;Masculin;Tidjane;1
2019;35238;Rennes;Masculin;Wyatt;2
2019;35238;Rennes;Masculin;Toviah;1
2019;35238;Rennes;Masculin;Tymaë;1
2019;35238;Rennes;Masculin;Tymahë;1
2019;35238;Rennes;Masculin;Yann;3
2019;35238;Rennes;Masculin;Wahil;1
2019;35238;Rennes;Masculin;Ylan;2
2019;35238;Rennes;Masculin;Ylann;3
2019;35238;Rennes;Masculin;Wayne;1
2019;35238;Rennes;Masculin;Yaçine;1
2019;35238;Rennes;Masculin;Youcef;2
2019;35238;Rennes;Masculin;Yasin;1
2019;35238;Rennes;Masculin;Youri;1
2019;35238;Rennes;Masculin;Yuqian;1
2019;35238;Rennes;Masculin;Zakariya;1
2019;35238;Rennes;Masculin;Zian;1
2019;35238;Rennes;Masculin;Zoran;1
2019;35238;Rennes;Féminin;Albane;8
2019;35238;Rennes;Féminin;Anaïs;7
2019;35238;Rennes;Féminin;Anaé;5
2019;35238;Rennes;Féminin;Angèle;5
2019;35238;Rennes;Féminin;Aliyah;4
2019;35238;Rennes;Féminin;Annaëlle;4
2019;35238;Rennes;Féminin;Aélia;3
2019;35238;Rennes;Féminin;Cassandre;7
2019;35238;Rennes;Féminin;Charlie;19
2019;35238;Rennes;Féminin;Charlotte;18
2019;35238;Rennes;Féminin;Anastasia;2
2019;35238;Rennes;Féminin;Apryl;2
2019;35238;Rennes;Féminin;Bleuenn;2
2019;35238;Rennes;Féminin;Colette;3
2019;35238;Rennes;Féminin;Dania;2
2019;35238;Rennes;Féminin;Eliana;2
2019;35238;Rennes;Féminin;Elyne;5
2019;35238;Rennes;Féminin;Emilie;4
2019;35238;Rennes;Féminin;Abigaëlle;1
2019;35238;Rennes;Féminin;Esther;3
2019;35238;Rennes;Féminin;Eulalie;2
2019;35238;Rennes;Féminin;Faustine;10
2019;35238;Rennes;Féminin;Aisha;1
2019;35238;Rennes;Féminin;Aïssatou;1
2019;35238;Rennes;Féminin;Aïvy;1
2019;35238;Rennes;Féminin;Alaa;1
2019;35238;Rennes;Féminin;Garance;13
2019;35238;Rennes;Féminin;Gaëlle;2
2019;35238;Rennes;Féminin;Alizée;1
2019;35238;Rennes;Féminin;Aloïse;1
2019;35238;Rennes;Féminin;Altijana;1
2019;35238;Rennes;Féminin;Grace;2
2019;35238;Rennes;Féminin;Alyssa;1
2019;35238;Rennes;Féminin;Alyssia;1
2019;35238;Rennes;Féminin;Amara;1
2019;35238;Rennes;Féminin;Anaë;1
2019;35238;Rennes;Féminin;Hanna;4
2019;35238;Rennes;Féminin;Hannah;2
2019;35238;Rennes;Féminin;Ange;1
2019;35238;Rennes;Féminin;Annabelle;1
2019;35238;Rennes;Féminin;Annah;1
2019;35238;Rennes;Féminin;Anriette;1
2019;35238;Rennes;Féminin;Antinéa;1
2019;35238;Rennes;Féminin;Antonia;1
2019;35238;Rennes;Féminin;Antonia-Maria;1
2019;35238;Rennes;Féminin;Appolline;1
2019;35238;Rennes;Féminin;Hiyam;2
2019;35238;Rennes;Féminin;Ashley;1
2019;35238;Rennes;Féminin;Hélèna;2
2019;35238;Rennes;Féminin;Ilef;2
2019;35238;Rennes;Féminin;Azénor;1
2019;35238;Rennes;Féminin;Imane;3
2019;35238;Rennes;Féminin;Azra-Nourou;1
2019;35238;Rennes;Féminin;Betty-Dior;1
2019;35238;Rennes;Féminin;Bianca;1
2019;35238;Rennes;Féminin;Irina;2
2019;35238;Rennes;Féminin;Brune;1
2019;35238;Rennes;Féminin;Cali;1
2019;35238;Rennes;Féminin;Cassiopée;1
2019;35238;Rennes;Féminin;Cattleya;1
2019;35238;Rennes;Féminin;Ivy;3
2019;35238;Rennes;Féminin;Chahinez;1
2019;35238;Rennes;Féminin;Chaïnna;1
2019;35238;Rennes;Féminin;Chanelle;1
2019;35238;Rennes;Féminin;Charlize;1
2019;35238;Rennes;Féminin;Cloé;1
2019;35238;Rennes;Féminin;Johanna;2
2019;35238;Rennes;Féminin;Joy;5
2019;35238;Rennes;Féminin;Delphine;1
2019;35238;Rennes;Féminin;Diaraye;1
2019;35238;Rennes;Féminin;June;2
2019;35238;Rennes;Féminin;Djmyka;1
2019;35238;Rennes;Féminin;Dwayne;1
2019;35238;Rennes;Féminin;Kamélia;3
2019;35238;Rennes;Féminin;Eila;1
2019;35238;Rennes;Féminin;Eiya;1
2019;35238;Rennes;Féminin;Eleanä;1
2019;35238;Rennes;Féminin;Elianor;1
2019;35238;Rennes;Féminin;Élina;1
2019;35238;Rennes;Féminin;Élis;1
2019;35238;Rennes;Féminin;Eliz;1
2019;35238;Rennes;Féminin;Eliza;1
2019;35238;Rennes;Féminin;Ellana;1
2019;35238;Rennes;Féminin;Elouane;1
2019;35238;Rennes;Féminin;Elysa;1
2019;35238;Rennes;Féminin;Elyssia;1
2019;35238;Rennes;Féminin;Elythia;1
2019;35238;Rennes;Féminin;Emi;1
2019;35238;Rennes;Féminin;Emilya;1
2019;35238;Rennes;Féminin;Lara;2
2019;35238;Rennes;Féminin;Fatma;1
2019;35238;Rennes;Féminin;Laïna;3
2019;35238;Rennes;Féminin;Lena;4
2019;35238;Rennes;Féminin;Gabie;1
2019;35238;Rennes;Féminin;Gabriella-Tara;1
2019;35238;Rennes;Féminin;Lexie;2
2019;35238;Rennes;Féminin;Galina;1
2019;35238;Rennes;Féminin;Ginevra;1
2019;35238;Rennes;Féminin;Lila;2
2019;35238;Rennes;Féminin;Lilas;4
2019;35238;Rennes;Féminin;Hafsa;1
2019;35238;Rennes;Féminin;Hafsatou;1
2019;35238;Rennes;Féminin;Lily-Rose;3
2019;35238;Rennes;Féminin;Lina;27
2019;35238;Rennes;Féminin;Hasnatou;1
2019;35238;Rennes;Féminin;Haunani;1
2019;35238;Rennes;Féminin;Hazel;1
2019;35238;Rennes;Féminin;Héléna;1
2019;35238;Rennes;Féminin;Ijaïrah;1
2019;35238;Rennes;Féminin;Ilhyanna;1
2019;35238;Rennes;Féminin;Imelda;1
2019;35238;Rennes;Féminin;Louise;44
2019;35238;Rennes;Féminin;Inaé;1
2019;35238;Rennes;Féminin;Issane;1
2019;35238;Rennes;Féminin;Izia;1
2019;35238;Rennes;Féminin;Izya;1
2019;35238;Rennes;Féminin;Javiayah;1
2019;35238;Rennes;Féminin;Lyna;6
2019;35238;Rennes;Féminin;Jinene;1
2019;35238;Rennes;Féminin;Léana;6
2019;35238;Rennes;Féminin;Juline;1
2019;35238;Rennes;Féminin;Juwayriayyah;1
2019;35238;Rennes;Féminin;Lénaïs;3
2019;35238;Rennes;Féminin;Kali;1
2019;35238;Rennes;Féminin;Léopoldine;2
2019;35238;Rennes;Féminin;Kaloina;1
2019;35238;Rennes;Féminin;Kamarya;1
2019;35238;Rennes;Féminin;Madenn;2
2019;35238;Rennes;Féminin;Kejvina;1
2019;35238;Rennes;Féminin;Kélia;1
2019;35238;Rennes;Féminin;Kelyssa;1
2019;35238;Rennes;Féminin;Mama;2
2019;35238;Rennes;Féminin;Kenzie;1
2019;35238;Rennes;Féminin;Kessy;1
2019;35238;Rennes;Féminin;Maria;7
2019;35238;Rennes;Féminin;Koubra;1
2019;35238;Rennes;Féminin;Laora;1
2019;35238;Rennes;Féminin;Mathilde;9
2019;35238;Rennes;Féminin;Laureline;1
2019;35238;Rennes;Féminin;Maya;6
2019;35238;Rennes;Féminin;Léia;1
2019;35238;Rennes;Féminin;Leila;1
2019;35238;Rennes;Féminin;Maëline;3
2019;35238;Rennes;Féminin;Lëxy;1
2019;35238;Rennes;Féminin;Lïa;1
2019;35238;Rennes;Féminin;Liana;1
2019;35238;Rennes;Féminin;Lilith;1
2019;35238;Rennes;Féminin;Maïna;3
2019;35238;Rennes;Féminin;Lillah;1
2019;35238;Rennes;Féminin;Maïssa;6
2019;35238;Rennes;Féminin;Li-Na;1
2019;35238;Rennes;Féminin;Liv;1
2019;35238;Rennes;Féminin;Lizaïg;1
2019;35238;Rennes;Féminin;Mila;30
2019;35238;Rennes;Féminin;Loïza;1
2019;35238;Rennes;Féminin;Mona;6
2019;35238;Rennes;Féminin;Moïra;2
2019;35238;Rennes;Féminin;Lounaïs;1
2019;35238;Rennes;Féminin;Loushana;1
2019;35238;Rennes;Féminin;Louve;1
2019;35238;Rennes;Féminin;Lucienne;1
2019;35238;Rennes;Féminin;Méliana;2
2019;35238;Rennes;Féminin;Lysa;1
2019;35238;Rennes;Féminin;Madalen;1
2019;35238;Rennes;Féminin;Mahawa;1
2019;35238;Rennes;Féminin;Nell;2
2019;35238;Rennes;Féminin;Marine;1
2019;35238;Rennes;Féminin;Marya;1
2019;35238;Rennes;Féminin;Mary-Léah;1
2019;35238;Rennes;Féminin;Maud;1
2019;35238;Rennes;Féminin;Norah;11
2019;35238;Rennes;Féminin;Maysane;1
2019;35238;Rennes;Féminin;Méllina;1
2019;35238;Rennes;Féminin;Milya;1
2019;35238;Rennes;Féminin;Miral;1
2019;35238;Rennes;Féminin;Paola;2
2019;35238;Rennes;Féminin;Naelle-Nadia;1
2019;35238;Rennes;Féminin;Naïra;1
2019;35238;Rennes;Féminin;Nala;1
2019;35238;Rennes;Féminin;Naminata;1
2019;35238;Rennes;Féminin;Nayema;1
2019;35238;Rennes;Féminin;Ndiaye;1
2019;35238;Rennes;Féminin;Néa;1
2019;35238;Rennes;Féminin;Neel;1
2019;35238;Rennes;Féminin;Néhémie;1
2019;35238;Rennes;Féminin;Nellya;1
2019;35238;Rennes;Féminin;Nélya;1
2019;35238;Rennes;Féminin;Nila;1
2019;35238;Rennes;Féminin;Rosalie;3
2019;35238;Rennes;Féminin;Nine;1
2019;35238;Rennes;Féminin;Rose;35
2019;35238;Rennes;Féminin;Noée;1
2019;35238;Rennes;Féminin;Noélie;1
2019;35238;Rennes;Féminin;Noha;1
2019;35238;Rennes;Féminin;Noheïla;1
2019;35238;Rennes;Féminin;Norah-Isma;1
2019;35238;Rennes;Féminin;Salma;2
2019;35238;Rennes;Féminin;Nyrène;1
2019;35238;Rennes;Féminin;Orégane;1
2019;35238;Rennes;Féminin;Sasha;3
2019;35238;Rennes;Féminin;Paolina;1
2019;35238;Rennes;Féminin;Pia;1
2019;35238;Rennes;Féminin;Princia;1
2019;35238;Rennes;Féminin;Queen;1
2019;35238;Rennes;Féminin;Rania;1
2019;35238;Rennes;Féminin;Rayan;1
2019;35238;Rennes;Féminin;Raysa;1
2019;35238;Rennes;Féminin;Ritaje;1
2019;35238;Rennes;Féminin;Rukaya;1
2019;35238;Rennes;Féminin;Sabrina;1
2019;35238;Rennes;Féminin;Sahra;1
2019;35238;Rennes;Féminin;Saja;1
2019;35238;Rennes;Féminin;Saona;1
2019;35238;Rennes;Féminin;Sélia;1
2019;35238;Rennes;Féminin;Selya;1
2019;35238;Rennes;Féminin;Sevin;1
2019;35238;Rennes;Féminin;Shaelyn;1
2019;35238;Rennes;Féminin;Suzon;2
2019;35238;Rennes;Féminin;Sybille;4
2019;35238;Rennes;Féminin;Sidra;1
2019;35238;Rennes;Féminin;Sioban;1
2019;35238;Rennes;Féminin;Souhaila;1
2019;35238;Rennes;Féminin;Thelma;2
2019;35238;Rennes;Féminin;Soumaya;1
2019;35238;Rennes;Féminin;Swann;1
2019;35238;Rennes;Féminin;Syrine;1
2019;35238;Rennes;Féminin;Taïrra;1
2019;35238;Rennes;Féminin;Talina;1
2019;35238;Rennes;Féminin;Tanya;1
2019;35238;Rennes;Féminin;Téa;1
2019;35238;Rennes;Féminin;Teyla;1
2019;35238;Rennes;Féminin;Théoxane;1
2019;35238;Rennes;Féminin;Thilini;1
2019;35238;Rennes;Féminin;Yuna;5
2019;35238;Rennes;Féminin;Yüna;3
2019;35238;Rennes;Féminin;Zeynep;3
2019;35238;Rennes;Féminin;Ylanna;1
2019;35238;Rennes;Féminin;Zélia;1
2019;35238;Rennes;Féminin;Zhi;1
2019;35238;Rennes;Féminin;Zohra;1
2019;35238;Rennes;Masculin;Adam;25
2019;35238;Rennes;Masculin;Adrien;9
2019;35238;Rennes;Masculin;Abel;7
2019;35238;Rennes;Masculin;Arthur;53
2019;35238;Rennes;Masculin;Ali;4
2019;35238;Rennes;Masculin;Benjamin;5
2019;35238;Rennes;Masculin;Aden;3
2019;35238;Rennes;Masculin;Arsène;3
2019;35238;Rennes;Masculin;Charles;8
2019;35238;Rennes;Masculin;Achille;2
2019;35238;Rennes;Masculin;Aedan;2
2019;35238;Rennes;Masculin;Aïden;2
2019;35238;Rennes;Masculin;Alhassane;2
2019;35238;Rennes;Masculin;Alpha;2
2019;35238;Rennes;Masculin;Amjad;2
2019;35238;Rennes;Masculin;Armel;2
2019;35238;Rennes;Masculin;Camill;2
2019;35238;Rennes;Masculin;Colas;2
2019;35238;Rennes;Masculin;Dayan;2
2019;35238;Rennes;Masculin;Edgar;2
2019;35238;Rennes;Masculin;Elio;5
2019;35238;Rennes;Masculin;Elyo;2
2019;35238;Rennes;Masculin;Emile;3
2019;35238;Rennes;Masculin;Emir;2
2019;35238;Rennes;Masculin;Gary;2
2019;35238;Rennes;Masculin;Hakim;2
2019;35238;Rennes;Masculin;Abdessamad;1
2019;35238;Rennes;Masculin;Abdimalik;1
2019;35238;Rennes;Masculin;Hasan;2
2019;35238;Rennes;Masculin;Hayden;3
2019;35238;Rennes;Masculin;Aengus;1
2019;35238;Rennes;Masculin;Aïnan;1
2019;35238;Rennes;Masculin;Aïssa;1
2019;35238;Rennes;Masculin;Alec;1
2019;35238;Rennes;Masculin;Alistair;1
2019;35238;Rennes;Masculin;Ilan;4
2019;35238;Rennes;Masculin;Ilyes;6
2019;35238;Rennes;Masculin;Anaël;1
2019;35238;Rennes;Masculin;Imran;4
2019;35238;Rennes;Masculin;Anass;1
2019;35238;Rennes;Masculin;Andrei;1
2019;35238;Rennes;Masculin;Angus;1
2019;35238;Rennes;Masculin;Isaac;21
2019;35238;Rennes;Masculin;Antonio;1
2019;35238;Rennes;Masculin;Anyr;1
2019;35238;Rennes;Masculin;Aodhan;1
2019;35238;Rennes;Masculin;Issa;2
2019;35238;Rennes;Masculin;Arthus;1
2019;35238;Rennes;Masculin;Ivan;2
2019;35238;Rennes;Masculin;Iwen;2
2019;35238;Rennes;Masculin;Aymen;1
2019;35238;Rennes;Masculin;Azaan;1
2019;35238;Rennes;Masculin;Jad;6
2019;35238;Rennes;Masculin;Jaden;2
2019;35238;Rennes;Masculin;Jarod;3
2019;35238;Rennes;Masculin;Billy;1
2019;35238;Rennes;Masculin;Boubacar;1
2019;35238;Rennes;Masculin;Jean;14
2019;35238;Rennes;Masculin;Brewen;1
2019;35238;Rennes;Masculin;Caïdenn;1
2019;35238;Rennes;Masculin;Caleb;1
2019;35238;Rennes;Masculin;Calvin;1
2019;35238;Rennes;Masculin;Jonas;5
2019;35238;Rennes;Masculin;Chayane;1
2019;35238;Rennes;Masculin;Christ-Emmanuel;1
2019;35238;Rennes;Masculin;Ciliàn;1
2019;35238;Rennes;Masculin;Cillian;1
2019;35238;Rennes;Masculin;Civan;1
2019;35238;Rennes;Masculin;Cléton;1
2019;35238;Rennes;Masculin;Daly-Swan;1
2019;35238;Rennes;Masculin;Dann;1
2019;35238;Rennes;Masculin;Dara;1
2019;35238;Rennes;Masculin;David-Beg;1
2019;35238;Rennes;Masculin;Dawidi;1
2019;35238;Rennes;Masculin;Dean;1
2019;35238;Rennes;Masculin;Denver;1
2019;35238;Rennes;Masculin;Kaïs;8
2019;35238;Rennes;Masculin;Djayanaël;1
2019;35238;Rennes;Masculin;Djhalil;1
2019;35238;Rennes;Masculin;Dunkan;1
2019;35238;Rennes;Masculin;Éden;1
2019;35238;Rennes;Masculin;Elam;1
2019;35238;Rennes;Masculin;Elayjah;1
2019;35238;Rennes;Masculin;Eli;1
2019;35238;Rennes;Masculin;Elonn;1
2019;35238;Rennes;Masculin;Elouen;1
2019;35238;Rennes;Masculin;Elwen;1
2019;35238;Rennes;Masculin;Elyakim;1
2019;35238;Rennes;Masculin;Elyaz;1
2019;35238;Rennes;Masculin;Elyès;1
2019;35238;Rennes;Masculin;Elyott;1
2019;35238;Rennes;Masculin;Emerick;1
2019;35238;Rennes;Masculin;Ephraim;1
2019;35238;Rennes;Masculin;Erekle;1
2019;35238;Rennes;Masculin;Eric-Marie;1
2019;35238;Rennes;Masculin;Essayan;1
2019;35238;Rennes;Masculin;Lilian;2
2019;35238;Rennes;Masculin;Lizio;2
2019;35238;Rennes;Masculin;Fahim;1
2019;35238;Rennes;Masculin;Fares;1
2019;35238;Rennes;Masculin;Fatih;1
2019;35238;Rennes;Masculin;Fazil;1
2019;35238;Rennes;Masculin;Felis;1
