id;name;latitude;longitude;country;population
34342;Santa Clara;40.19985;-8.44018;PT;9637
34343;Sandim;41.03508;-8.507;PT;6449
34344;Sande;41.7019;-8.39246;PT;7789
34345;Sabrosa;41.26702;-7.57601;PT;6361
34346;Rio Tinto;41.17872;-8.55953;PT;49966
34347;Rio de Loba;40.66596;-7.87781;PT;9529
34348;Ribeirão;41.36081;-8.56774;PT;8735
34349;Refojos de Basto;41.51318;-7.99517;PT;5037
34350;Rebordosa;41.22405;-8.40669;PT;11491
34351;Real;41.55841;-8.4433;PT;11700
34352;Póvoa de Varzim;41.38344;-8.76364;PT;29044
34353;Póvoa de Lanhoso;41.57599;-8.27008;PT;5008
34354;Porto;41.14961;-8.61099;PT;249633
34355;Ponte de Lima;41.76719;-8.58393;PT;44667
34356;Ponte;41.47057;-8.3299;PT;7041
34357;Poiares;40.21026;-8.25746;PT;5514
34358;Peso da Régua;41.16491;-7.78703;PT;5048
34359;Perozinho;41.06513;-8.58531;PT;6259
34360;Perafita;41.18252;-8.2545;PT;12538
34361;Penafiel;41.20835;-8.28285;PT;8065
34362;Pedrouços;41.1888;-8.58624;PT;12553
34363;Pedroso;41.41103;-8.74897;PT;18963
34364;Paredes;41.20485;-8.33147;PT;19834
34365;Paços de Ferreira;41.27657;-8.37617;PT;6782
34366;Ovar;40.85862;-8.62513;PT;18452
34367;Oliveira do Douro;41.12466;-8.58463;PT;24407
34368;Oliveira do Bairro;40.5146;-8.49386;PT;6239
34369;Oliveira de Azemeis;40.84101;-8.47555;PT;11771
34370;Oliveira;41.47819;-8.46965;PT;6222
34371;Olival;41.05024;-8.54416;PT;5715
34372;Oiã;40.54264;-8.53856;PT;7118
34373;Nogueira da Regedoura;41.0053;-8.59195;PT;5328
34374;Negrelos;41.34946;-8.40145;PT;6664
34375;Murtosa;40.73695;-8.6377;PT;8282
34376;Mozelos;41.86774;-8.39776;PT;7230
34377;Moreira de Conegos;41.3868;-8.3394;PT;5607
34378;Moreira;41.24756;-8.64788;PT;12890
34379;Moreira;41.056;-8.38939;PT;11336
34380;Mondim de Basto;41.41157;-7.95441;PT;7493
34381;Monção;42.07892;-8.48076;PT;19738
34382;Moimenta da Beira;40.98383;-7.61765;PT;10212
34383;Mirandela;41.48739;-7.18695;PT;12504
34384;Miranda do Douro;41.49692;-6.27308;PT;7482
34385;Miranda do Corvo;40.09318;-8.33261;PT;7857
34386;Mira;40.42892;-8.73746;PT;7682
34387;Merelim;41.58568;-8.46555;PT;5363
34388;Melres;41.06989;-8.40091;PT;10328
34389;Meadela;41.70654;-8.79628;PT;9981
34390;Matosinhos;41.18207;-8.68908;PT;28070
34391;Marinhas;41.55906;-8.78297;PT;6052
34392;Margaride;41.36478;-8.19999;PT;10652
34393;Marco de Canavezes;41.18389;-8.14864;PT;9042
34394;Mangualde;40.60425;-7.76115;PT;8895
34395;Maia;41.23574;-8.6199;PT;36426
34396;Madalena;41.21616;-8.33451;PT;9618
34397;Macedo de Cavaleiros;41.53816;-6.9611;PT;6566
34398;Lousã;40.11673;-8.24921;PT;11445
34399;Lourosa;40.9842;-8.55142;PT;9619
34400;Lordelo;41.23451;-8.40297;PT;10035
34401;Lobão;40.98664;-8.48566;PT;6049
34402;Leça do Bailio;41.21201;-8.63422;PT;16103
34403;Leça da Palmeira;41.191;-8.70027;PT;17996
34404;Lavra;41.25935;-8.71849;PT;9633
34405;Lamego;41.09741;-7.80991;PT;10928
34406;Lamas;40.98597;-8.56923;PT;5628
34407;Jovim;41.11102;-8.51903;PT;7067
34408;Joane;41.43906;-8.40846;PT;7869
34409;Ílhavo;40.60188;-8.67021;PT;17236
34410;Gulpilhares;41.08292;-8.62679;PT;10660
34411;Guimarães;41.44443;-8.29619;PT;40604
34412;Guifões;41.19748;-8.66899;PT;9231
34413;Guarda;40.53733;-7.26575;PT;32111
34414;Grijó;41.02836;-8.58017;PT;10907
34415;Gondomar;41.14454;-8.53223;PT;27691
34416;Gondizalves;41.54158;-8.4557;PT;9148
34417;Gemunde;41.26766;-8.64515;PT;5284
34418;Gandra;41.20116;-8.43376;PT;6034
34419;Galegos;41.56268;-8.57204;PT;5404
34420;Gafanha da Nazaré;40.63621;-8.71338;PT;14840
34421;Fundão;40.14025;-7.50135;PT;9725
34422;Freamunde;41.28835;-8.33533;PT;7983
34423;Foz do Sousa;41.09668;-8.50184;PT;6315
34424;Foz do Douro;41.15119;-8.67125;PT;10997
34425;Figueira da Foz;40.15085;-8.86179;PT;46600
34426;Fiães;40.99446;-8.52537;PT;8708
34427;Ferreiros;41.35;-8.55;PT;7870
34428;Felgueiras;41.36806;-8.19396;PT;58065
34429;Feira;40.92535;-8.54277;PT;16376
34430;Apúlia e Fão;41.51194;-8.77288;PT;7301
34431;Fânzeres;41.16754;-8.52981;PT;23916
34432;Fafe;41.45083;-8.17258;PT;16868
34433;Esposende;41.5361;-8.78201;PT;34625
34434;Espinho;41.00763;-8.64125;PT;32786
34435;Esmoriz;40.95773;-8.62753;PT;11393
34436;Esgueira;40.64899;-8.62943;PT;13431
34437;Ermesinde;41.21653;-8.55318;PT;39420
34438;Eixo;40.62758;-8.56922;PT;5978
34439;Darque;41.68333;-8.76667;PT;8092
34440;Custoias;41.1053;-7.32097;PT;19406
34441;Cucujães;40.87413;-8.50687;PT;11087
34442;Covilhã;40.28106;-7.50504;PT;17610
34443;Condeixa-a-Nova;40.11283;-8.49804;PT;17078
34444;Coimbra;40.20564;-8.41955;PT;106582
34445;Chaves;41.74019;-7.46879;PT;17535
34446;Castelões de Cepeda;41.20265;-8.33516;PT;8322
34447;Carregal do Sal;40.43333;-8.0;PT;5600
34448;Carrazeda de Anciães;41.24247;-7.30721;PT;6373
34449;Cantanhede;40.34671;-8.59419;PT;7347
34450;Canidelo;41.12314;-8.64654;PT;26431
34451;Canelas;41.08333;-8.6;PT;14247
34452;Campo;41.18516;-8.46493;PT;8916
34453;Calendário;41.40361;-8.52967;PT;11357
34454;Caldelas;41.67101;-8.38148;PT;5724
34455;Caldas de Vizela;41.38212;-8.3089;PT;10239
34456;Caldas das Taipas;41.48465;-8.3485;PT;5723
34457;Cabeceiras de Basto;41.51431;-7.98942;PT;16710
34458;Buarcos;40.16604;-8.8768;PT;7865
34459;Brito;41.45821;-8.36103;PT;5051
34460;Branca;40.76653;-8.48262;PT;5632
34461;Bragança;41.80582;-6.75719;PT;34375
34462;Braga;41.55032;-8.42005;PT;121394
34463;Bougado;41.33979;-8.5518;PT;21680
34464;Boticas;41.68939;-7.66914;PT;5750
34465;Beduido;40.76427;-8.5611;PT;8201
34466;Barrosas;41.35534;-8.29943;PT;5573
34467;Barcelos;41.53174;-8.61843;PT;19085
34468;Baião;41.16273;-8.0347;PT;20522
34469;Baguim do Monte;41.19203;-8.54118;PT;15850
34470;Azenha;41.07651;-8.62468;PT;12260
34471;Avintes;41.10711;-8.55131;PT;11577
34472;Aves;41.37034;-8.4101;PT;8507
34473;Aver-o-Mar;41.40607;-8.77958;PT;10501
34474;Aveleda;41.52113;-8.46682;PT;6671
34475;Aveiro;40.64427;-8.64554;PT;54162
34476;Avanca;40.80771;-8.5722;PT;6540
34477;Assafarge;40.15895;-8.43167;PT;5302
34478;Árvore;41.33922;-8.71806;PT;5196
34479;Arrifana;40.91565;-8.49657;PT;6927
34480;Argoncilhe;41.02541;-8.53885;PT;8743
34481;Arcozelo;41.06187;-8.63192;PT;14352
34482;Arcos de Valdevez;41.84668;-8.41905;PT;22847
34483;Arcos;41.52185;-8.42151;PT;6805
34484;Arcos;40.44779;-8.44171;PT;6725
34485;Arazede;40.28627;-8.64999;PT;5906
34486;Aradas;40.62084;-8.64195;PT;7295
34487;Anta;41.26634;-8.62844;PT;10951
34488;Amarante;41.27271;-8.08245;PT;6782
34489;Alpendurada;41.08944;-8.24643;PT;8485
34490;Alijó;41.27644;-7.47489;PT;11942
34491;Alfena;41.23671;-8.52454;PT;15211
34492;Albergaria-a-Velha;40.69318;-8.47994;PT;7974
34493;Aguiar da Beira;40.81726;-7.54431;PT;5473
34494;Águeda;40.5772;-8.44442;PT;11941
34495;Águas Santas;41.21017;-8.57599;PT;27686
34496;Abraveses;40.68137;-7.92102;PT;9319
34497;Vila Franca do Campo;37.71667;-25.43333;PT;5035
34498;Rosto de Cão;37.75;-25.65;PT;7880
34499;Ribeira Grande;38.51667;-28.7;PT;5198
34500;Rabo de Peixe;37.81022;-25.58263;PT;7681
34501;Praia da Vitória;38.73333;-27.06667;PT;6061
34502;Madalena;38.53642;-28.5266;PT;6136
34503;Lagoa;37.74486;-25.57184;PT;14442
34504;Horta;38.53737;-28.62615;PT;6572
34505;Arrifes;37.76667;-25.7;PT;6981
34506;Angra do Heroísmo;38.65483;-27.21734;PT;12045
34507;Quinta Do Conde;38.56528;-9.04316;PT;25606
34508;Prior Velho;38.79174;-9.12119;PT;6500
34509;Valenza;42.02418;-8.63474;PT;14172
34510;Alfragide;38.73203;-9.2192;PT;17044
34511;Alvalade;38.75328;-9.14397;PT;31813
34512;Ponta Delgada;37.73952;-25.66874;PT;20056
34513;Azeitão;38.51919;-9.0139;PT;18877
34514;Koror;7.33978;134.47326;PW;14000
34515;Ulimang;7.62416;134.64208;PW;581
34516;Melekeok Village;7.49567;134.63671;PW;271
34517;Ngereklmadel;7.48826;134.48562;PW;0
34518;Imeong Hamlet;7.53134;134.52713;PW;132
34519;Ngchesar Hamlet;7.46932;134.60991;PW;300
34520;Ngerkeai;7.55456;134.63612;PW;223
34521;Mengellang;7.6957;134.63054;PW;488
34522;Angaur State;6.90601;134.12997;PW;188
34523;Tobi Village;3.00488;131.12168;PW;44
34524;Sonsorol Village;5.32608;132.21943;PW;30
34525;Kayangel;8.08228;134.71725;PW;188
34526;Kloulklubed;7.04192;134.25561;PW;702
34527;Ngetkib;7.36451;134.51484;PW;62
34528;Ngchemiangel;7.44613;134.47678;PW;270
34529;Ngardmau;7.60986;134.5744;PW;221
34530;Koror Town;7.34257;134.47888;PW;12676
34531;Ngerulmud;7.50077;134.6238;PW;0
34532;Ypacarai;-25.40777;-57.28889;PY;9655
34533;Yaguarón;-25.56139;-57.28343;PY;7181
34534;Villarrica;-25.74946;-56.43518;PY;41157
34535;Villa Hayes;-25.09306;-57.52361;PY;57217
34536;Villa Elisa;-25.3676;-57.59274;PY;64099
34537;Tobatí;-25.26111;-57.08329;PY;9952
34538;Santa Rosa Misiones;-26.8873;-56.84905;PY;7257
34539;Santa Rita;-25.78333;-55.06667;PY;11823
34540;San Pedro de Ycuamandiyú;-24.08534;-57.08745;PY;9360
34541;San Pedro del Paraná;-26.83268;-56.20575;PY;5722
34542;San Lorenzo;-25.33968;-57.50879;PY;227876
34543;San Juan Nepomuceno;-26.11229;-55.93861;PY;7893
34544;San Juan Bautista;-26.66944;-57.14583;PY;16593
34545;San José;-25.53333;-56.73333;PY;5117
34546;San Isidro de Curuguaty;-24.47184;-55.69227;PY;11095
34547;San Antonio;-25.42126;-57.54725;PY;55754
34548;Salto del Guairá;-24.0625;-54.30694;PY;7385
34549;Repatriación;-25.53333;-55.95;PY;7085
34550;Quiindy;-25.97606;-57.23353;PY;5137
34551;Puerto Rosario;-24.44127;-57.14272;PY;5123
34552;Presidente Franco;-25.56384;-54.61097;PY;54292
34553;Piribebuy;-25.46498;-57.04183;PY;10337
34554;Pilar;-26.85874;-58.30639;PY;28716
34555;Pedro Juan Caballero;-22.54722;-55.73333;PY;75109
34556;Paraguarí;-25.62083;-57.14722;PY;10079
34557;Obligado;-27.03333;-55.63333;PY;6350
34558;Nemby;-25.3949;-57.53574;PY;94641
34559;Nanawua;-25.2793;-57.70307;PY;5587
34560;Limpio;-25.16611;-57.48562;PY;96143
34561;Lima;-23.88327;-56.48217;PY;10367
34562;Lambaré;-25.34682;-57.60647;PY;126377
34563;Itauguá;-25.39258;-57.35421;PY;64997
34564;Itá;-25.50054;-57.36717;PY;18459
34565;Hohenau;-27.07315;-55.64247;PY;5306
34566;Guarambaré;-25.49096;-57.45567;PY;9065
34567;Fuerte Olimpo;-21.04153;-57.87377;PY;2475
34568;Fernando de la Mora;-25.3386;-57.52167;PY;120167
34569;Eusebio Ayala;-25.38276;-56.96088;PY;8253
34570;Encarnación;-27.33056;-55.86667;PY;74983
34571;Emboscada;-25.15;-57.35;PY;5911
34572;Doctor Juan León Mallorquín;-25.43053;-55.25412;PY;7481
34573;Coronel Oviedo;-25.44444;-56.44028;PY;51286
34574;Concepción;-23.39985;-57.43236;PY;48123
34575;Colonia Menno;-22.36667;-59.81667;PY;5615
34576;Mariano Roque Alonso;-25.20791;-57.53202;PY;72008
34577;Colonia General Alfredo Stroessner;-25.36395;-55.7069;PY;11558
34578;Ciudad del Este;-25.50972;-54.61111;PY;320782
34579;Carapeguá;-25.8;-57.23333;PY;5784
34580;Capitán Bado;-23.26667;-55.53333;PY;9114
34581;Capiatá;-25.3552;-57.44545;PY;198553
34582;Caazapá;-26.19583;-56.36806;PY;23996
34583;Caaguazú;-25.47104;-56.01603;PY;54808
34584;Caacupé;-25.38575;-57.14217;PY;21696
34585;Benjamín Aceval;-24.96667;-57.56667;PY;7751
34586;Bella Vista;-22.13333;-56.51667;PY;5653
34587;Juan de Ayolas;-27.38662;-56.84724;PY;12061
34588;Asunción;-25.28646;-57.647;PY;1482200
34589;Arquitecto Tomás Romero Pereira;-26.48333;-55.25;PY;5533
34590;Areguá;-25.3125;-57.38472;PY;11222
34591;Horqueta;-23.34278;-57.05972;PY;10531
34592;Filadelfia;-22.33936;-60.03157;PY;8048
34593;Nueva Esperanza;-24.5076;-54.8551;PY;12717
34594;Umm Şalāl Muḩammad;25.41524;51.40647;QA;29391
34595;Umm Şalāl ‘Alī;25.46972;51.3975;QA;0
34596;Musay‘īd;24.99226;51.55067;QA;5769
34597;Madīnat ash Shamāl;26.12933;51.2009;QA;5267
34598;Dukhān;25.42485;50.78227;QA;7250
34599;Az̧ Z̧a‘āyin;25.57744;51.48306;QA;0
34600;Ash Shīḩānīyah;25.37088;51.22264;QA;8380
34601;Ar Rayyān;25.29194;51.42444;QA;272465
34602;Al Wukayr;25.15107;51.53718;QA;5146
34603;Al Wakrah;25.17151;51.60337;QA;26436
34604;Al Khawr;25.68389;51.50583;QA;18923
34605;Doha;25.28545;51.53096;QA;344939
34606;Les Trois-Bassins;-21.1;55.3;RE;7114
34607;Salazie;-21.0271;55.5395;RE;7696
34608;Saint-Pierre;-21.3393;55.47811;RE;76655
34609;Saint-Philippe;-21.36086;55.7679;RE;5441
34610;Saint-Paul;-21.00961;55.27134;RE;99307
34611;Saint-Louis;-21.28585;55.41124;RE;47881
34612;Saint-Leu;-21.17059;55.28824;RE;28278
34613;Saint-Joseph;-21.3777;55.61691;RE;33694
34614;Sainte-Suzanne;-20.90616;55.60788;RE;20530
34615;Sainte-Rose;-21.12858;55.79616;RE;7035
34616;Sainte-Marie;-20.89686;55.55056;RE;31636
34617;Saint-Denis;-20.88231;55.4504;RE;137195
34618;Saint-Benoît;-21.03795;55.71546;RE;35310
34619;Saint-André;-20.96333;55.65031;RE;48674
34620;Petite-Île;-21.35327;55.56427;RE;10961
34621;Le Tampon;-21.2766;55.51766;RE;69986
34622;Les Avirons;-21.24063;55.33685;RE;8006
34623;Le Port;-20.93752;55.29415;RE;40771
34624;La Possession;-20.92909;55.3348;RE;26865
34625;Entre-Deux;-21.23333;55.46667;RE;5788
34626;Cilaos;-21.13641;55.47187;RE;6225
34627;Bras-Panon;-20.99667;55.67823;RE;10444
34628;Piton Saint-Leu;-21.21962;55.31513;RE;29278
34629;Zvoriştea;47.83333;26.28333;RO;6275
34630;Zorleni;46.26667;27.71667;RO;9511
34631;Zlatna;46.10633;23.23162;RO;8393
34632;Zimnicea;43.65638;25.36454;RO;15228
34633;Zetea;46.38333;25.36667;RO;5670
34634;Zemeş;46.58333;26.41667;RO;5171
34635;Zărnești;45.56093;25.31787;RO;24926
34636;Zărneşti;45.3;26.86667;RO;5459
34637;Zăneşti;46.81667;26.55;RO;6077
34638;Zalău;47.2;23.05;RO;63232
34639;Zagon;45.76667;26.11667;RO;5416
34640;Vurpăr;46.0;23.46667;RO;5215
34641;Vulcan;45.63333;25.41667;RO;5493
34642;Vulcan;45.38333;23.26667;RO;28869
34643;Vorona Teodoru;47.55;26.6;RO;7992
34644;Voluntari;44.49002;26.17338;RO;30323
34645;Volovăţ;47.81667;25.9;RO;6990
34646;Voineşti;47.06667;27.41667;RO;6161
34647;Voineşti;45.06667;25.25;RO;6159
34648;Vlăhiţa;46.35;25.51667;RO;6922
34649;Vladimirescu;46.16628;21.40102;RO;10451
34650;Viziru;45.01667;27.7;RO;6305
34651;Vişina;44.58333;25.33333;RO;6604
34652;Vişeu de Sus;47.71667;24.43333;RO;16938
34653;Vişeu de Jos;47.72558;24.36613;RO;5201
34654;Vânju-Mare;44.42528;22.86972;RO;6740
34655;Vinga;46.01667;21.2;RO;6283
34656;Vânători-Neamţ;47.2;26.31667;RO;8707
34657;Vânători;45.73333;27.25;RO;5521
34658;Viişoara;46.93333;26.23333;RO;5014
34659;Viişoara;46.55;23.91667;RO;5786
34660;Vidra;45.91667;26.9;RO;7423
34661;Vidra;44.26056;26.16972;RO;8322
34662;Videle;44.27806;25.52444;RO;11813
34663;Victoria;45.72968;24.7028;RO;10247
34664;Vicovu de Sus;47.93333;25.68333;RO;14077
34665;Vicovu de Jos;47.9;25.73333;RO;5956
34666;Verneşti;45.21667;26.73333;RO;8603
34667;Vereşti;47.6;26.43333;RO;7089
34668;Vedea;43.78333;25.78333;RO;5785
34669;Vatra Dornei;47.35;25.36667;RO;16054
34670;Vaslui;46.63333;27.73333;RO;69225
34671;Vasilaţi;44.28778;26.4475;RO;7840
34672;Variaş;46.01667;20.95;RO;6054
34673;Vărbilău;45.18333;25.95;RO;7084
34674;Vărăşti;44.23778;26.24861;RO;6412
34675;Vama;47.56667;25.68333;RO;5995
34676;Valu lui Traian;44.16667;28.46667;RO;8733
34677;Vălenii de Munte;45.18333;26.03333;RO;13276
34678;Valea Stanciului;43.98333;23.86667;RO;6264
34679;Valea Moldovei;47.46667;26.03333;RO;5814
34680;Valea lui Mihai;47.51667;22.15;RO;10240
34681;Valea Călugărească;44.96667;26.15;RO;10378
34682;Vadu Paşii;45.16667;26.9;RO;9034
34683;Vadu Moldovei;47.38333;26.36667;RO;7325
34684;Văcăreşti;44.85;25.48333;RO;7812
34685;Urziceni;44.71667;26.63333;RO;16770
34686;Urlaţi;44.98333;26.23333;RO;11798
34687;Uricani;45.33731;23.1524;RO;9924
34688;Urecheşti;45.6;27.06667;RO;5855
34689;Ungureni-Jianu;47.88333;26.78333;RO;6948
34690;Ungheni;46.48333;24.46667;RO;6449
34691;Umbrăreşti;45.71667;27.46667;RO;7116
34692;Ulmi;44.48667;25.78028;RO;7606
34693;Ulmeni;47.46667;23.3;RO;7047
34694;Ulmeni;44.15;26.71667;RO;5285
34695;Udeşti;47.56667;26.41667;RO;7177
34696;Tuzla;44.0;28.63333;RO;6292
34697;Tutova;46.11667;27.55;RO;5619
34698;Turţ;47.98333;23.21667;RO;6693
34699;Turnu Măgurele;43.7469;24.86846;RO;28783
34700;Turda;46.56667;23.78333;RO;54586
34701;Turceni;44.68333;23.36667;RO;8458
34702;Tuluceşti;45.56667;28.03333;RO;7503
34703;Tulnici;45.91667;26.66667;RO;5803
34704;Tulcea;45.1787;28.80501;RO;92475
34705;Tufeşti;45.05;27.81667;RO;5784
34706;Tudor Vladimirescu;45.56667;27.65;RO;5498
34707;Tudor Vladimirescu;45.21667;27.8;RO;5327
34708;Tudora;47.51667;26.63333;RO;5139
34709;Truşeşti;47.76667;27.01667;RO;5748
34710;Tritenii de Jos;46.58333;24.0;RO;5008
34711;Trifeşti;47.45;27.51667;RO;5232
34712;Trifeşti;46.91667;26.81667;RO;5018
34713;Topraisar;44.01667;28.45;RO;5329
34714;Topoloveni;44.81667;25.08333;RO;11039
34715;Tomeşti;47.11667;27.68333;RO;11828
34716;Todireşti;47.7;26.03333;RO;5763
34717;Todireşti;47.31667;26.83333;RO;6970
34718;Todireşti;46.85;27.36667;RO;5388
34719;Titu;44.65;25.53333;RO;10081
34720;Tismana;45.05;22.96667;RO;7751
34721;Târnova;46.31667;21.8;RO;6146
34722;Târnăveni;46.33191;24.29662;RO;28634
34723;Târgu Trotuş;46.26667;26.66667;RO;5305
34724;Târgu Secuiesc;46.0;26.13333;RO;20067
34725;Târgu Ocna;46.27899;26.61301;RO;13127
34726;Târgu Neamţ;47.2;26.36667;RO;20473
34727;Târgu-Mureş;46.54245;24.55747;RO;146863
34728;Târgu Jiu;45.05;23.28333;RO;97179
34729;Târgu Frumos;47.2;27.0;RO;13797
34730;Târgu Cărbuneşti;44.95;23.51667;RO;8646
34731;Târgşoru Vechi;44.86667;25.91667;RO;8460
34732;Târgovişte;44.92543;25.4567;RO;88435
34733;Timişoara;45.75372;21.22571;RO;315053
34734;Tileagd;47.06667;22.2;RO;6994
34735;Ţigăneşti;43.9;25.36667;RO;5397
34736;Ţifeşti;45.85;27.1;RO;5202
34737;Ţicleni;44.88333;23.4;RO;5250
34738;Ţibăneşti;46.91667;27.33333;RO;7662
34739;Ţibana;46.98333;27.33333;RO;7098
34740;Telega;45.13333;25.78333;RO;6358
34741;Telciu;47.43333;24.4;RO;5314
34742;Teiuş;46.2;23.68333;RO;7112
34743;Tecuci;45.84973;27.43441;RO;41154
34744;Techirghiol;44.05;28.6;RO;7083
34745;Teaca;46.91667;24.51667;RO;5954
34746;Tătăruşi;47.35;26.6;RO;5651
34747;Tătărani;45.0;25.26667;RO;5422
34748;Tăşnad;47.48333;22.58333;RO;9466
34749;Tărtăşeşti;44.57722;25.81278;RO;5066
34750;Tărlungeni;45.63333;25.75;RO;7219
34751;Ţăndărei;44.65;27.66667;RO;12231
34752;Tanacu;46.68333;27.81667;RO;5986
34753;Tamaşi;46.48333;26.98333;RO;6330
34754;Tămăşeni;46.98333;26.93333;RO;8292
34755;Tălmaciu;45.66714;24.26464;RO;5849
34756;Suseni;46.66667;25.55;RO;5079
34757;Suraia;45.68333;27.4;RO;7770
34758;Suharău;48.13333;26.41667;RO;5356
34759;Suciu de Sus;47.43333;24.03333;RO;6125
34760;Suceava;47.63333;26.25;RO;105796
34761;Stulpicani;47.46667;25.76667;RO;6234
34762;Strehaia;44.61667;23.2;RO;11607
34763;Straja;47.91667;25.55;RO;5304
34764;Storeşti;47.55;26.86667;RO;11806
34765;Stolniceni-Prăjescu;47.19858;26.7481;RO;5625
34766;Stâlpeni;45.05;24.96667;RO;5088
34767;Ştefăneşti-Sat;47.78333;27.18333;RO;5607
34768;Ştefăneşti;44.86506;24.94961;RO;12837
34769;Starchiojd;45.31667;26.18333;RO;6592
34770;Stănileşti;46.61833;28.17139;RO;5874
34771;Sovata;46.58333;25.06667;RO;11465
34772;Şomcuta Mare;47.51667;23.46667;RO;7584
34773;Snagov;44.7;26.18333;RO;6126
34774;Smeeni;44.98333;26.85;RO;7015
34775;Slobozia Bradului;45.5;27.05;RO;5060
34776;Slobozia;44.52527;25.24263;RO;5045
34777;Slatina;47.45;26.01667;RO;5196
34778;Slatina;44.43333;24.36667;RO;78988
34779;Slănic;45.25;25.93333;RO;6967
34780;Şirna;44.8;25.95;RO;5331
34781;Şiria;46.26667;21.63333;RO;8004
34782;Siret;47.95;26.06667;RO;9246
34783;Şipote;47.46667;27.21667;RO;5800
34784;Sântana;46.35;21.5;RO;12706
34785;Sânpetru Mare;46.04515;20.81834;RO;5782
34786;Sânnicolau Mare;46.08333;20.63333;RO;12888
34787;Sângeru;45.13333;26.35;RO;5271
34788;Sângeorz-Băi;47.3685;24.67212;RO;8244
34789;Sângeorgiu de Mureş;46.5696;24.59453;RO;7776
34790;Sândominic;46.584;25.78028;RO;6306
34791;Sâncraiu de Mureş;46.55119;24.52663;RO;6161
34792;Sâncrăieni;46.31439;25.83941;RO;6105
34793;Sânandrei;45.85306;21.16806;RO;5302
34794;Sinaia;45.35;25.55;RO;11918
34795;Şimleu Silvaniei;47.23333;22.8;RO;15721
34796;Şimian;44.61417;22.70722;RO;9434
34797;Simeria;45.85;23.01667;RO;13827
34798;Sihlea;45.5;27.11667;RO;5354
34799;Sighetu Marmaţiei;47.93195;23.88603;RO;40653
34800;Siculeni;46.41667;25.75;RO;6807
34801;Sibiu;45.8;24.15;RO;151894
34802;Sfântu Gheorghe;45.86667;25.78333;RO;60677
34803;Seini;47.75;23.28333;RO;10382
34804;Segarcea;44.1;23.75;RO;7944
34805;Secusigiu;46.08333;20.98333;RO;5748
34806;Sebiş;46.36667;22.11667;RO;6168
34807;Sebeş;45.95646;23.571;RO;27246
34808;Scorţeni;45.1;25.85;RO;5995
34809;Scorniceşti;44.56667;24.55;RO;12456
34810;Scobinţi;47.38333;26.93333;RO;7618
34811;Văleni;46.59278;28.0625;RO;6723
34812;Scheia;47.65;26.23333;RO;7533
34813;Săvineşti;46.85;26.46667;RO;6012
34814;Săveni;47.95;26.86667;RO;8126
34815;Săveni;44.6;27.65;RO;5579
34816;Satu Mare;47.79926;22.86255;RO;112490
34817;Satulung;47.56667;23.43333;RO;5334
34818;Sascut;46.2;27.1;RO;10031
34819;Săsciori;45.86667;23.58333;RO;5822
34820;Sărmaşu;46.75;24.16667;RO;7371
34821;Şărmăşag;47.35;22.83333;RO;6400
34822;Sarichioi;44.95;28.85;RO;7483
34823;Sanislău;47.63333;22.33333;RO;5072
34824;Salonta;46.8;21.65;RO;17561
34825;Săliştea de Sus;47.65;24.35;RO;5119
34826;Sălişte;45.79633;23.88677;RO;5660
34827;Salcea;47.65;26.36667;RO;8655
34828;Sagna;46.98333;27.01667;RO;7443
34829;Săgeata;45.1;26.98333;RO;5427
34830;Sadova;43.9;23.95;RO;8277
34831;Săcueni;47.35;22.1;RO;7075
34832;Săcele;45.61674;25.71101;RO;29918
34833;Săcălaz;45.75833;21.11222;RO;6176
34834;Săbăoani;47.01667;26.85;RO;10218
34835;Ruscova;47.79289;24.28546;RO;5183
34836;Rupea;46.03333;25.21667;RO;5610
34837;Runcu;45.11667;23.13333;RO;5760
34838;Ruginoasa;47.25;26.85;RO;6220
34839;Rucăr;45.4;25.16667;RO;6142
34840;Roznov;46.83333;26.51667;RO;8688
34841;Rozavlea;47.73333;24.21667;RO;6076
34842;Pecica;46.16667;21.06667;RO;12804
34843;Rovinari;44.91667;23.18333;RO;12259
34844;Roșiorii de Vede;44.11667;24.98333;RO;27416
34845;Roseţi;44.21482;27.44848;RO;5843
34846;Roman;46.92119;26.92646;RO;67819
34847;Rodna;47.41667;24.81667;RO;6218
34848;Roata de Jos;44.41083;25.54333;RO;8350
34849;Râşnov;45.58333;25.45;RO;15253
34850;Râmnicu Vâlcea;45.1;24.36667;RO;107558
34851;Râmnicu Sărat;45.38333;27.05;RO;38526
34852;Râfov;44.86667;26.13333;RO;5472
34853;Reşiţa;45.30083;21.88917;RO;81228
34854;Remetea;46.78333;25.45;RO;6225
34855;Reghin-Sat;46.78333;24.71667;RO;35490
34856;Rediu;47.21667;27.5;RO;6548
34857;Rediu;46.75598;26.56254;RO;5182
34858;Recea;47.63333;23.51667;RO;5360
34859;Recaş;45.79889;21.50083;RO;8508
34860;Răzvad;44.93333;25.53333;RO;8305
34861;Răuceşti;47.25;26.41667;RO;8204
34862;Răşinari;45.7;24.06667;RO;5403
34863;Răducăneni;46.95;27.93333;RO;7706
34864;Radovanu;44.2;26.51667;RO;5065
34865;Rădăuți;47.85;25.91667;RO;23822
34866;Răchitoasa;46.43333;27.36667;RO;5009
34867;Răcari;44.63333;25.73333;RO;6828
34868;Răcăciuni;46.33333;26.98333;RO;7839
34869;Puieşti;46.41667;27.5;RO;5050
