id;name;latitude;longitude;country;population
10506;Heilbronn;49.13995;9.22054;DE;120733
10507;Heikendorf;54.36667;10.2;DE;8056
10508;Heidesheim;49.58247;8.19537;DE;6976
10509;Heidenheim an der Brenz;48.67798;10.15162;DE;50067
10510;Heidenau;50.97221;13.86741;DE;16756
10511;Heiden;51.83333;6.93333;DE;8147
10512;Heidelberg;49.40768;8.69079;DE;143345
10513;Heideck;49.13365;11.12726;DE;5011
10514;Heide;54.19579;9.0988;DE;20599
10515;Heek;52.11667;7.1;DE;8272
10516;Heddesheim;49.50556;8.60361;DE;11544
10517;Hechingen;48.35149;8.96317;DE;19400
10518;Hebertshausen;48.28959;11.46526;DE;5121
10519;Havixbeck;51.98333;7.41667;DE;12034
10520;Havelberg;52.83088;12.07552;DE;7078
10521;Hauzenberg;48.64957;13.62645;DE;12522
10522;Hausham;47.7466;11.84069;DE;8177
10523;Hausach;48.28426;8.17602;DE;5748
10524;Hattingen;51.39894;7.18557;DE;56866
10525;Hattersheim;50.07854;8.47552;DE;25035
10526;Hatten;53.05;8.38333;DE;13499
10527;Haßloch;49.36278;8.25806;DE;20779
10528;Haßfurt;50.03521;10.5156;DE;13562
10529;Haslach;48.56531;8.05658;DE;6874
10530;Haselünne;52.67412;7.4846;DE;12562
10531;Haselhorst;52.54409;13.23743;DE;13624
10532;Hasbergen;52.23754;7.96114;DE;11032
10533;Hartha;51.09863;12.97391;DE;7227
10534;Hartenstein;50.66236;12.66966;DE;5043
10535;Harsum;52.21045;9.96486;DE;12331
10536;Harsewinkel;51.96224;8.22766;DE;24207
10537;Harsefeld;53.45399;9.50297;DE;12350
10538;Harrislee;54.8;9.38333;DE;11596
10539;Haren;52.79262;7.24142;DE;22545
10540;Hardheim;49.61194;9.47194;DE;7513
10541;Hardegsen;51.65227;9.8305;DE;8621
10542;Harburg;53.46057;9.98388;DE;202571
10543;Harburg;48.78674;10.68927;DE;5694
10544;Hannover;52.37052;9.73322;DE;515140
10545;Hänigsen;52.48425;10.09129;DE;6033
10546;Handewitt;54.76667;9.33333;DE;6152
10547;Hanau am Main;50.13423;8.91418;DE;88648
10548;Hamminkeln;51.73262;6.59031;DE;27433
10549;Hammelburg;50.11633;9.89143;DE;12004
10550;Hamm;51.68033;7.82089;DE;185327
10551;Hameln;52.10397;9.35623;DE;58666
10552;Wandsbek;53.58334;10.08305;DE;411422
10553;Marienthal;53.56667;10.08333;DE;287101
10554;Hamburg-Mitte;53.55;10.01667;DE;233144
10555;Eimsbüttel;53.57416;9.95679;DE;251907
10556;Altona;53.55;9.93333;DE;250192
10557;Hamburg;53.57532;10.01534;DE;1739117
10558;Hambühren;52.63333;9.98333;DE;10259
10559;Hambrücken;49.19;8.54056;DE;5302
10560;Hambergen;53.30826;8.8252;DE;5472
10561;Halver;51.18612;7.49817;DE;17650
10562;Haltern am See;51.74297;7.18163;DE;37788
10563;Halstenbek;53.63333;9.85;DE;16212
10564;Hallstadt;49.92901;10.87539;DE;8485
10565;Halle;52.06007;8.36083;DE;21071
10566;Halle (Saale);51.48158;11.97947;DE;234107
10567;Hallbergmoos;48.32747;11.75142;DE;8074
10568;Halensee;52.49005;13.29602;DE;12605
10569;Haldensleben I;52.28906;11.40982;DE;20294
10570;Halberstadt;51.89562;11.05622;DE;39729
10571;Hakenfelde;52.55877;13.20831;DE;26940
10572;Haiterbach;48.52066;8.64435;DE;5820
10573;Hainichen;50.97044;13.12287;DE;9511
10574;Hain-Gründau;50.24284;9.14287;DE;14723
10575;Haigerloch;48.36614;8.80357;DE;10828
10576;Haiger;50.74162;8.20778;DE;20218
10577;Haibach;49.96444;9.20722;DE;8600
10578;Hahnbach;49.53389;11.80302;DE;5257
10579;Hagenow;53.43134;11.19159;DE;12128
10580;Hagenbach;49.01734;8.25024;DE;5495
10581;Hagen;52.19629;7.98041;DE;14187
10582;Hagen;51.36081;7.47168;DE;198972
10583;Hage;53.60274;7.28527;DE;5848
10584;Hadamar;50.44593;8.04253;DE;12131
10585;Hachenburg;50.65998;7.82276;DE;5690
10586;Haar;48.10881;11.72653;DE;17560
10587;Haan;51.19382;7.0133;DE;29431
10588;Haag in Oberbayern;48.16196;12.17942;DE;6218
10589;Guxhagen;51.2;9.48333;DE;5433
10590;Gütersloh;51.90693;8.37853;DE;96180
10591;Güstrow;53.7972;12.17337;DE;31217
10592;Gunzenhausen;49.11663;10.75971;DE;16477
10593;Günzburg;48.45599;10.27695;DE;19737
10594;Gundelsheim;49.2833;9.16037;DE;7551
10595;Gundelfingen;48.55347;10.37223;DE;7889
10596;Gundelfingen;48.04246;7.8657;DE;11563
10597;Gummersbach;51.02608;7.56473;DE;53131
10598;Güglingen;49.06642;9.00175;DE;6198
10599;Gudensberg;51.17706;9.36748;DE;9032
10600;Guben;51.94987;14.71447;DE;21608
10601;Gschwend;48.93333;9.74436;DE;5092
10602;Grünwald;48.03947;11.5232;DE;10836
10603;Grünstadt;49.56302;8.16279;DE;13424
10604;Grünheide;52.42343;13.81324;DE;7599
10605;Grunewald;52.48338;13.26586;DE;11631
10606;Grünberg;50.59403;8.95866;DE;14233
10607;Grünau;52.41642;13.58039;DE;5408
10608;Groß-Zimmern;49.8741;8.82898;DE;13870
10609;Groß-Umstadt;49.86899;8.9321;DE;21758
10610;Großschönau;50.9;14.68333;DE;6571
10611;Großschirma;50.96602;13.2859;DE;6179
10612;Großrosseln;49.20296;6.84148;DE;9215
10613;Großröhrsdorf;51.14528;14.01917;DE;7306
10614;Großräschen;51.5876;14.01093;DE;11523
10615;Großpösna;51.26667;12.5;DE;5608
10616;Großostheim;49.91985;9.07596;DE;16346
10617;Großkrotzenburg;50.08333;8.98333;DE;7196
10618;Groß Kreutz;52.40281;12.7794;DE;8453
10619;Großkarolinenfeld;47.89102;12.08101;DE;6865
10620;Großheubach;49.72834;9.2228;DE;5126
10621;Großhansdorf;53.66667;10.28333;DE;9009
10622;Groß-Gerau;49.92139;8.48255;DE;23641
10623;Großenlüder;50.5925;9.54231;DE;8768
10624;Großenkneten;52.94377;8.25323;DE;13698
10625;Großenhain;51.28951;13.5335;DE;16573
10626;Großbottwar;49.00147;9.29348;DE;8294
10627;Großbeeren;52.35862;13.30994;DE;6835
10628;Großalmerode;51.25858;9.7845;DE;7393
10629;Gronau;52.21099;7.02238;DE;46161
10630;Gronau;52.0846;9.77678;DE;5444
10631;Grömitz;54.15;10.96667;DE;7847
10632;Groitzsch;51.15536;12.28279;DE;7607
10633;Gröbenzell;48.2;11.36667;DE;19110
10634;Grimmen;54.11215;13.04051;DE;10671
10635;Grimma;51.23367;12.71959;DE;17991
10636;Griesheim;49.86085;8.5725;DE;25287
10637;Bad Griesbach;48.45181;13.19329;DE;8431
10638;Grevesmühlen;53.86337;11.1916;DE;10975
10639;Grevenbroich;51.09102;6.5827;DE;64779
10640;Greven;52.09364;7.59396;DE;35080
10641;Grenzach-Wyhlen;47.55;7.68333;DE;13776
10642;Greiz;50.65778;12.19918;DE;24147
10643;Greifswald;54.09311;13.38786;DE;52731
10644;Greifenstein;50.61667;8.3;DE;7507
10645;Grefrath;51.3363;6.34072;DE;16016
10646;Greding;49.04699;11.35703;DE;7238
10647;Grebenstein;51.44648;9.4125;DE;6238
10648;Grebenhain;50.48924;9.33855;DE;5207
10649;Grävenwiesbach;50.39024;8.4569;DE;5245
10650;Grassau;47.78099;12.45359;DE;6323
10651;Grasbrunn;48.07905;11.74361;DE;5737
10652;Grasberg;53.18333;8.98333;DE;7697
10653;Gransee;53.00704;13.1575;DE;6544
10654;Grafing bei München;48.04596;11.96797;DE;12497
10655;Grafenwöhr;49.71728;11.90645;DE;6790
10656;Gräfenhainichen;51.72892;12.45651;DE;7833
10657;Grafenau;48.85768;13.3974;DE;8870
10658;Gräfelfing;48.11878;11.42939;DE;12978
10659;Grabow;53.27966;11.56502;DE;6268
10660;Gottmadingen;47.73511;8.77687;DE;10452
10661;Göttingen;51.53443;9.93228;DE;122149
10662;Gotha;50.94823;10.70193;DE;46615
10663;Goslar;51.90425;10.42766;DE;43560
10664;Görlitz;51.15518;14.98853;DE;57751
10665;Göppingen;48.70354;9.65209;DE;58040
10666;Gommern;52.07391;11.82297;DE;5992
10667;Gomaringen;48.45349;9.09582;DE;8400
10668;Goldenstedt;52.78833;8.43201;DE;9110
10669;Goldbach;49.99951;9.1844;DE;10044
10670;Gochsheim;50.01667;10.28333;DE;6495
10671;Goch;51.67873;6.15895;DE;33706
10672;Gnarrenburg;53.38333;9.0;DE;9504
10673;Gmund am Tegernsee;47.75119;11.7381;DE;6086
10674;Glückstadt;53.78893;9.42576;DE;12121
10675;Glücksburg;54.83522;9.54853;DE;5946
10676;Glinde;53.5441;10.20048;DE;16210
10677;Glienicke;52.63353;13.32564;DE;9144
10678;Glauchau;50.81987;12.54493;DE;26473
10679;Glashütten;50.21667;8.4;DE;5382
10680;Glandorf;52.08474;7.99944;DE;6867
10681;Gladenbach;50.76847;8.58085;DE;12482
10682;Gladbeck;51.57077;6.98593;DE;76940
10683;Ginsheim-Gustavsburg;49.9711;8.34532;DE;16043
10684;Gilching;48.10755;11.2936;DE;16859
10685;Gifhorn;52.47774;10.5511;DE;43000
10686;Gießen;50.58727;8.67554;DE;74411
10687;Giengen an der Brenz;48.62219;10.24312;DE;20201
10688;Gevelsberg;51.31971;7.3392;DE;32664
10689;Gettorf;54.4;9.98333;DE;6297
10690;Gesundbrunnen;52.55035;13.39139;DE;84789
10691;Geseke;51.64091;8.5109;DE;20602
10692;Gescher;51.954;7.00481;DE;17115
10693;Gersthofen;48.42432;10.87273;DE;20254
10694;Gerstetten;48.62254;10.01984;DE;12086
10695;Gersheim;49.15;7.2;DE;7264
10696;Gersfeld;50.45138;9.91422;DE;6351
10697;Gerolzhofen;49.90025;10.34832;DE;6781
10698;Gerolstein;50.22224;6.65984;DE;7664
10699;Gernsheim;49.75305;8.48859;DE;9377
10700;Gernsbach;48.77034;8.34306;DE;14649
10701;Germersheim;49.22306;8.36389;DE;20972
10702;Germering;48.13392;11.3765;DE;36834
10703;Gerlingen;48.79954;9.06316;DE;19050
10704;Geringswalde;51.07677;12.90725;DE;5125
10705;Geretsried;47.85775;11.48054;DE;23364
10706;Gerbrunn;49.77528;9.99361;DE;6149
10707;Gera;50.88029;12.08187;DE;104659
10708;Georgsmarienhütte;52.20296;8.0448;DE;32580
10709;Georgensgmünd;49.18972;11.01667;DE;6582
10710;Genthin;52.40668;12.1592;DE;14059
10711;Gengenbach;48.40476;8.01433;DE;11234
10712;Gemünden am Main;50.04946;9.70593;DE;11375
10713;Geltendorf;48.11737;11.03216;DE;5490
10714;Gelsenkirchen;51.50508;7.09654;DE;270028
10715;Gelnhausen;50.20164;9.18742;DE;21881
10716;Geldern;51.51908;6.32363;DE;34013
10717;Geithain;51.05528;12.69674;DE;6459
10718;Geislingen an der Steige;48.62423;9.82736;DE;27962
10719;Geislingen;48.28768;8.81241;DE;5951
10720;Geisingen;47.92504;8.65002;DE;6048
10721;Geisenheim;49.9847;7.96835;DE;11949
10722;Geisenhausen;48.47609;12.25817;DE;6367
10723;Geisenfeld;48.68426;11.61233;DE;9769
10724;Geiselhöring;48.82505;12.39649;DE;6872
10725;Geilenkirchen;50.96745;6.11763;DE;28334
10726;Gehrden;52.31362;9.60033;DE;14955
10727;Geesthacht;53.43575;10.3779;DE;29487
10728;Geeste;52.6;7.26667;DE;11281
10729;Gedern;50.42482;9.1984;DE;7879
10730;Gauting;48.06919;11.37703;DE;19216
10731;Gau-Algesheim;49.95669;8.01569;DE;6553
10732;Gärtringen;48.64176;8.90073;DE;11760
10733;Garrel;52.95;8.01667;DE;12273
10734;Garmisch-Partenkirchen;47.49209;11.09576;DE;26022
10735;Gardelegen;52.5252;11.39523;DE;11868
10736;Garching bei München;48.24896;11.65101;DE;15303
10737;Garching an der Alz;48.13451;12.58152;DE;8796
10738;Garbsen;52.41371;9.5899;DE;63355
10739;Gangkofen;48.43701;12.56419;DE;6638
10740;Gangelt;50.99247;5.99802;DE;11484
10741;Ganderkesee;53.03333;8.53333;DE;31141
10742;Gammertingen;48.2524;9.22349;DE;6790
10743;Gaimersheim;48.80705;11.36801;DE;10840
10744;Gaildorf;49.00027;9.76953;DE;12571
10745;Gaggenau;48.8;8.33333;DE;29496
10746;Gadebusch;53.70137;11.11676;DE;6030
10747;Bad Füssing;48.351;13.312;DE;6701
10748;Füssen;47.57143;10.70171;DE;13893
10749;Furtwangen;48.05156;8.20715;DE;9655
10750;Furth im Wald;49.30955;12.84156;DE;9480
10751;Fürth;49.65083;8.78472;DE;11181
10752;Fürth;49.47593;10.98856;DE;112025
10753;Fürstenzell;48.52163;13.31749;DE;7719
10754;Fürstenwalde;52.36067;14.06185;DE;33539
10755;Fürstenfeldbruck;48.17904;11.2547;DE;33533
10756;Fürstenberg;53.18427;13.14442;DE;6774
10757;Fürstenau;52.51667;7.6767;DE;9946
10758;Fuldatal;51.38333;9.56667;DE;12186
10759;Fulda;50.55162;9.67518;DE;63760
10760;Fuhlsbüttel;53.63459;10.01608;DE;11995
10761;Fröndenberg;51.47563;7.76946;DE;22964
10762;Frohnau;52.63336;13.29024;DE;16571
10763;Frohburg;51.05719;12.55746;DE;7983
10764;Fritzlar;51.13181;9.27557;DE;14814
10765;Friesoythe;53.0226;7.85764;DE;20311
10766;Frielendorf;50.97073;9.32269;DE;8239
10767;Friedrichsthal;49.32786;7.09622;DE;11440
10768;Friedrichstadt;51.88751;12.66947;DE;7717
10769;Friedrichshain;52.51559;13.45482;DE;117829
10770;Friedrichshagen;52.45052;13.62463;DE;17529
10771;Friedrichshafen;47.65689;9.47554;DE;58403
10772;Friedrichsfelde;52.50575;13.50812;DE;49109
10773;Friedrichsdorf;50.24962;8.64281;DE;24435
10774;Friedrichroda;50.85754;10.56507;DE;5492
10775;Friedland;53.67028;13.554;DE;6966
10776;Gemeinde Friedland;51.41667;9.93333;DE;10568
10777;Friedenau;52.47133;13.32813;DE;26972
10778;Friedeburg;53.45;7.83333;DE;10607
10779;Friedberg;50.33739;8.75591;DE;27484
10780;Friedberg;48.35693;10.98461;DE;29189
10781;Frickenhausen;48.59353;9.36005;DE;8841
10782;Freyung;48.80952;13.54768;DE;6987
10783;Freystadt;49.20007;11.33032;DE;8555
10784;Freudenstadt;48.46695;8.41371;DE;23868
10785;Freudenberg;50.89741;7.87415;DE;18601
10786;Freren;52.487;7.54313;DE;5150
10787;Freital;51.00166;13.6488;DE;39027
10788;Freising;48.40351;11.74876;DE;42570
10789;Freisen;49.55;7.25;DE;8778
10790;Freilassing;47.84085;12.98114;DE;15909
10791;Freiburg;47.9959;7.85222;DE;215966
10792;Freiberg am Neckar;48.93196;9.2024;DE;15235
10793;Freiberg;50.91089;13.33881;DE;43670
10794;Frechen;50.91485;6.8118;DE;48733
10795;Fraureuth;50.7;12.35;DE;5841
10796;Frankfurt am Main;50.11552;8.68417;DE;650000
10797;Frankfurt (Oder);52.34714;14.55062;DE;51691
10798;Frankenthal;49.53414;8.35357;DE;47438
10799;Frankenberg;51.0589;8.80077;DE;19276
10800;Frankenberg;50.91297;13.04011;DE;16850
10801;Forst;51.73544;14.63971;DE;22843
10802;Forst;49.15861;8.58083;DE;7539
10803;Forchtenberg;49.28867;9.56026;DE;5105
10804;Forchheim;49.71754;11.05877;DE;30442
10805;Forbach;48.68333;8.35;DE;5477
10806;Fockbek;54.3;9.6;DE;6380
10807;Flörsheim;50.01311;8.42779;DE;20023
10808;Flöha;50.85613;13.07407;DE;11143
10809;Flintbek;54.25;10.06667;DE;7276
10810;Flieden;50.42389;9.5666;DE;8843
10811;Flensburg;54.78431;9.43961;DE;85838
10812;Flein;49.10306;9.21083;DE;6558
10813;Fischbachau;47.71952;11.95081;DE;5471
10814;Finsterwalde;51.63388;13.70662;DE;18922
10815;Finnentrop;51.168;7.973;DE;18427
10816;Stuttgart Feuerbach;48.80867;9.15719;DE;28046
10817;Feuchtwangen;49.16287;10.3385;DE;12267
10818;Feucht;49.37597;11.21433;DE;13482
10819;Felsberg;51.13763;9.42139;DE;11219
10820;Fellbach;48.80912;9.27697;DE;43935
10821;Feldkirchen-Westerham;47.90748;11.84266;DE;10399
10822;Feldkirchen;48.14811;11.731;DE;5573
10823;Fehrbellin;52.8135;12.7644;DE;9413
10824;Faßberg;52.9;10.16667;DE;7299
10825;Bad Fallingbostel;52.86641;9.69558;DE;13473
10826;Falkenstein;50.47788;12.37129;DE;9528
10827;Falkensee;52.56014;13.0927;DE;37468
10828;Falkenberg;51.58557;13.24347;DE;7830
10829;Everswinkel;51.92595;7.8469;DE;9576
10830;Eutingen an der Enz;48.91246;8.74898;DE;5583
10831;Eutin;54.14054;10.60751;DE;16984
10832;Euskirchen;50.66057;6.78722;DE;54889
10833;Ettlingen;48.94094;8.40763;DE;38942
10834;Ettenheim;48.25696;7.81247;DE;11995
10835;Esterwegen;52.99288;7.63327;DE;5208
10836;Esslingen;48.73961;9.30473;DE;92390
10837;Essingen;48.80859;10.02773;DE;6383
10838;Essenbach;48.61332;12.21833;DE;11070
10839;Essen;52.72258;7.9371;DE;8185
10840;Essen;51.45657;7.01228;DE;593085
10841;Espelkamp;52.38251;8.62127;DE;26378
10842;Eslohe;51.25369;8.16949;DE;9304
10843;Esens;53.64866;7.61267;DE;6856
10844;Eschweiler;50.81854;6.27184;DE;55778
10845;Eschwege;51.18386;10.05329;DE;21191
10846;Eschborn;50.14328;8.57111;DE;20383
10847;Erzhausen;49.95528;8.6475;DE;7297
10848;Erwitte;51.6127;8.3384;DE;16081
10849;Ertingen;48.1;9.46667;DE;5516
10850;Erndtebrück;50.98927;8.25288;DE;7685
10851;Erlensee;50.16304;8.97823;DE;12663
10852;Erlenbach am Main;49.80341;9.16311;DE;10208
10853;Erlangen;49.59099;11.00783;DE;102675
10854;Erkrath;51.22235;6.90831;DE;47815
10855;Erkner;52.42;13.75437;DE;11741
10856;Erkelenz;51.07947;6.31531;DE;44650
10857;Ergoldsbach;48.69263;12.20442;DE;7482
10858;Ergolding;48.57654;12.17102;DE;11438
10859;Erfurt;50.9787;11.03283;DE;203254
10860;Erftstadt;50.81481;6.79387;DE;51207
10861;Erdweg;48.3318;11.30339;DE;5629
10862;Erding;48.30603;11.90686;DE;33519
10863;Erbendorf;49.83983;12.04593;DE;5364
10864;Erbach;49.66148;8.99402;DE;13771
10865;Erbach;48.32841;9.88752;DE;13331
10866;Eppstein;50.14277;8.39231;DE;13374
10867;Eppingen;49.13645;8.91229;DE;21179
10868;Eppertshausen;49.95056;8.85389;DE;5838
10869;Eppelheim;49.4019;8.63644;DE;14190
10870;Eppelborn;49.4;6.96667;DE;18079
10871;Ensdorf;49.3;6.78333;DE;6631
10872;Ennigerloh;51.83843;8.03093;DE;20713
10873;Ennepetal;51.29848;7.3629;DE;32607
10874;Enkenbach-Alsenborn;49.48333;7.9;DE;7189
10875;Eningen unter Achalm;48.48686;9.25946;DE;10715
10876;Enger;52.14063;8.55772;DE;19852
10877;Engen;47.85534;8.77342;DE;10190
10878;Engelskirchen;50.98854;7.41391;DE;20786
10879;Bad Endorf;47.90901;12.29795;DE;7465
10880;Endingen;48.14221;7.70049;DE;9034
10881;Bad Endbach;50.75;8.5;DE;8734
10882;Emstek;52.83333;8.15;DE;11257
10883;Emskirchen;49.55282;10.71278;DE;6197
10884;Emsdetten;52.1734;7.52781;DE;35582
10885;Emsbüren;52.4;7.3;DE;9623
10886;Emmering;48.18333;11.28333;DE;6081
10887;Emmerich;51.83933;6.24792;DE;29289
10888;Emmendingen;48.12096;7.85359;DE;27383
10889;Emlichheim;52.61667;6.85;DE;6820
10890;Emden;53.36745;7.20778;DE;51526
10891;Elze;52.12263;9.73595;DE;9582
10892;Elzach;48.17247;8.06992;DE;7088
10893;Elz;50.41667;8.03333;DE;7972
10894;Eltville;50.02858;8.11754;DE;16845
10895;Eltmann;49.97148;10.66712;DE;5614
10896;Elsterwerda;51.46043;13.52001;DE;9694
10897;Elsterberg;50.60841;12.16787;DE;5153
10898;Elsfleth;53.23748;8.45664;DE;9310
10899;Elsenfeld;49.84289;9.16355;DE;8727
10900;Elsdorf;50.93739;6.56828;DE;21967
10901;Elmshorn;53.75396;9.65339;DE;48703
10902;Ellwangen;48.96164;10.13173;DE;25276
10903;Ellrich;51.58656;10.66326;DE;6423
10904;Ellerau;53.75;9.91667;DE;5500
10905;Eitorf;50.76667;7.45;DE;19761
10906;Eiterfeld;50.76667;9.8;DE;7613
10907;Eislingen;48.69515;9.70676;DE;20585
10908;Eisfeld;50.42648;10.90695;DE;5855
10909;Eisenhüttenstadt;52.15;14.65;DE;32052
10910;Eisenberg;50.9686;11.90207;DE;11438
10911;Eisenberg;49.55859;8.07199;DE;10006
10912;Eisenach;50.9807;10.31522;DE;43846
10913;Einhausen;49.67667;8.54833;DE;5933
10914;Einbeck;51.82018;9.86961;DE;27931
10915;Eilenburg;51.45984;12.63338;DE;17609
10916;Eil;50.89362;7.07967;DE;8849
10917;Eichwalde;52.36667;13.61667;DE;5849
10918;Eichstätt;48.88854;11.19675;DE;13125
10919;Eichenzell;50.49536;9.69672;DE;11042
10920;Eichendorf;48.63266;12.85586;DE;6617
10921;Eichenau;48.16667;11.31667;DE;11637
10922;Eibenstock;50.49431;12.59978;DE;6706
10923;Eibau;50.98272;14.66214;DE;5103
10924;Ehringshausen;50.6;8.38333;DE;9505
10925;Ehrenfriedersdorf;50.64934;12.97009;DE;5360
10926;Ehningen;48.65882;8.94124;DE;7652
10927;Ehingen;48.28259;9.72749;DE;26097
10928;Egling;47.92316;11.50517;DE;5061
10929;Eggolsheim;49.76961;11.05701;DE;6313
10930;Eggesin;53.67973;14.07992;DE;5598
10931;Eggenstein-Leopoldshafen;49.09006;8.39879;DE;15189
10932;Eggenfelden;48.40509;12.75752;DE;12860
10933;Egestorf;52.28568;9.51676;DE;7959
10934;Egelsbach;49.96792;8.66341;DE;9645
10935;Efringen-Kirchen;47.65;7.56667;DE;8235
10936;Edingen-Neckarhausen;49.45722;8.60639;DE;14009
10937;Edewecht;53.12699;7.98406;DE;20658
10938;Edenkoben;49.28393;8.12714;DE;6668
10939;Eckersdorf;50.02874;11.39611;DE;5071
10940;Eckernförde;54.46854;9.83824;DE;23383
10941;Echzell;50.38888;8.88605;DE;5951
10942;Eching;48.3;11.61667;DE;12804
10943;Ebstorf;53.02785;10.41839;DE;5471
10944;Eberswalde;52.83492;13.81951;DE;41980
10945;Ebersdorf;50.32898;11.15266;DE;6378
10946;Ebersberg;48.0771;11.97063;DE;11041
10947;Ebersbach an der Fils;48.716;9.5236;DE;15919
10948;Ebersbach;51.00762;14.58621;DE;8952
10949;Ebermannstadt;49.78154;11.18168;DE;6864
10950;Eberdingen;48.87942;8.96502;DE;6518
10951;Eberbach;49.4668;8.99016;DE;15624
10952;Ebensfeld;50.0664;10.95835;DE;5721
10953;Duvenstedt;53.70806;10.10444;DE;6022
10954;Dußlingen;48.45357;9.05552;DE;5286
10955;Düsseldorf;51.22172;6.77616;DE;573057
10956;Durmersheim;48.93333;8.26667;DE;11675
10957;Düren;50.80434;6.49299;DE;93440
10958;Durach;47.6944;10.34449;DE;6675
10959;Dunningen;48.21242;8.50619;DE;6032
10960;Dülmen;51.83149;7.28075;DE;47495
10961;Duisburg;51.43247;6.76516;DE;504358
10962;Duderstadt;51.51312;10.25951;DE;22910
10963;Dudenhofen;49.31861;8.38861;DE;5709
10964;Drolshagen;51.02358;7.77355;DE;12310
10965;Drochtersen;53.71015;9.38463;DE;12364
10966;Driedorf;50.63333;8.18333;DE;5213
10967;Dresden;51.05089;13.73832;DE;486854
10968;Drensteinfurt;51.79535;7.73815;DE;15260
10969;Dreieich;50.01997;8.69611;DE;40367
10970;Drebkau;51.65412;14.22316;DE;6336
10971;Dötlingen;52.93333;8.38333;DE;6122
10972;Dossenheim;49.45028;8.67472;DE;11612
10973;Dörverden;52.85;9.23333;DE;9710
10974;Dortmund;51.51494;7.466;DE;588462
10975;Dorsten;51.66166;6.96514;DE;79981
10976;Dornstetten;48.47198;8.49817;DE;8215
10977;Dornstadt;48.46697;9.94434;DE;8502
10978;Dornhan;48.35008;8.50901;DE;6157
10979;Dormagen;51.09683;6.83167;DE;63582
10980;Dorfen;48.27037;12.16056;DE;13487
10981;Dörentrup;52.04109;9.00278;DE;8713
10982;Donzdorf;48.68544;9.81053;DE;11051
10983;Donauwörth;48.71804;10.7793;DE;18364
10984;Donaueschingen;47.95514;8.49707;DE;21604
10985;Dohna;50.95621;13.85839;DE;6140
10986;Doberlug-Kirchhain;51.62578;13.56232;DE;10151
10987;Döbeln;51.1221;13.11027;DE;21338
10988;Ditzingen;48.82672;9.06703;DE;24149
10989;Dittelbrunn;50.07212;10.21974;DE;7620
10990;Dissen;52.11591;8.19956;DE;9265
10991;Dippoldiswalde;50.89621;13.66905;DE;10959
10992;Dinslaken;51.56227;6.7434;DE;70573
10993;Dinklage;52.66223;8.1244;DE;12626
10994;Dinkelscherben;48.34826;10.58893;DE;6742
10995;Dinkelsbühl;49.06942;10.31985;DE;11724
10996;Dingolfing;48.64244;12.49283;DE;18805
10997;Dillingen an der Donau;48.58153;10.49527;DE;18734
10998;Dillingen;49.35557;6.72781;DE;21526
10999;Dillenburg;50.74114;8.28699;DE;24461
11000;Diez;50.37419;8.00735;DE;10822
11001;Dietzenbach;50.00976;8.77783;DE;33256
11002;Dietramszell;47.84871;11.5953;DE;5252
11003;Dietmannsried;47.80787;10.28948;DE;8044
11004;Dietfurt;49.03578;11.58624;DE;6161
11005;Dietenhofen;49.39997;10.68975;DE;5709
11006;Dietenheim;48.21072;10.07163;DE;6630
11007;Dießen am Ammersee;47.95085;11.10306;DE;10050
11008;Dierdorf;50.54647;7.65271;DE;6023
11009;Diepholz;52.60783;8.37005;DE;16783
11010;Dielheim;49.28417;8.73806;DE;8999
11011;Diekholzen;52.09617;9.91945;DE;6941
11012;Diedorf;48.3532;10.78206;DE;10006
11013;Dieburg;49.89738;8.84613;DE;15168
11014;Deutz;50.93463;6.97495;DE;15238
11015;Dettingen unter Teck;48.61667;9.45;DE;5567
11016;Dettingen an der Erms;48.53077;9.34458;DE;9271
11017;Dettenhausen;48.60758;9.10041;DE;5390
11018;Dettelbach;49.80295;10.16519;DE;6888
11019;Detmold;51.93855;8.87318;DE;73680
11020;Detmerode;52.39016;10.7448;DE;7640
11021;Dessau;51.83864;12.24555;DE;77315
11022;Denzlingen;48.06667;7.88333;DE;13511
11023;Denkendorf;48.69555;9.31675;DE;10357
11024;Demmin;53.90762;13.03142;DE;12495
11025;Delmenhorst;53.0511;8.63091;DE;75893
11026;Delligsen;51.9412;9.80272;DE;8986
11027;Delitzsch;51.52546;12.34284;DE;24998
11028;Delbrück;51.76503;8.56223;DE;29884
11029;Deizisau;48.7122;9.3861;DE;6608
11030;Deißlingen;48.1123;8.60736;DE;6129
11031;Deggingen;48.5971;9.71891;DE;5623
11032;Deggendorf;48.84085;12.96068;DE;31081
11033;Daun;50.19716;6.82942;DE;8523
11034;Datteln;51.65598;7.3453;DE;36338
11035;Dassel;51.80179;9.68904;DE;11287
11036;Dasing;48.38482;11.04667;DE;5321
11037;Darmstadt;49.87167;8.65027;DE;140385
11038;Dannenberg;53.0967;11.09001;DE;8413
11039;Damme;52.52157;8.19793;DE;16024
11040;Dahme;51.87008;13.42743;DE;5924
11041;Dahlen;51.36495;12.99881;DE;5211
11042;Dahlem;52.4581;13.28702;DE;15737
11043;Dachau;48.26;11.43402;DE;39740
11044;Cuxhaven;53.87176;8.69087;DE;52677
11045;Cunewalde;51.1;14.51667;DE;5601
11046;Crimmitschau;50.81644;12.39045;DE;22442
11047;Cremlingen;52.25;10.65;DE;12808
11048;Crailsheim;49.13444;10.07193;DE;32262
